"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
"ouwie_Afr_avgl_13"	"OUMA"	23011.6082896103	-46013.2165792205	-46013.183738498	-45985.6480329813	5	6.1e+09	6400000	1300	3.31248684379986	1.48307376741801	1e-09	1e-09	1.79175946922805	1.04575000534236e+49	4.85657377277131e-20	2.0595601048036e+29
"ouwie_Afr_avgl_13"	"OUMVA"	24217.9861321204	-48423.9722642409	-48423.9262620503	-48390.8900087538	6	1500	140	25	3.28322386820379	1.41076660423126e-06	1.01088977877661e-09	3.49872025046586e-07	1.79175946922805	7.61724448460367e+91	-5.43007434369064e-73	0
"ouwie_Afr_avgl_14"	"OUMA"	17543.2438679685	-35076.487735937	-35076.4548952145	-35048.9191896978	5	2.3e+07	57000	-2700	1.16236189668278e-09	0.327707440759572	1.0023214287666e-09	1.0023214287666e-09	5.90608836867058e-12	0.000131308287315699	1.13765007176427	1813842.42171848
"ouwie_Afr_avgl_15"	"OUMVA"	23002.3448468813	-45992.6896937626	-45992.643691572	-45959.6074382756	6	1500	130	23	2.56647513951499	5.56065481791791e-07	1.00131057772296e-09	28.702648341206	1.79175946922805	4.32155063123329e+62	1.53836275984592e-68	0
"ouwie_Afr_avgl_15"	"OUMA"	23394.4705715101	-46778.9411430201	-46778.9083022976	-46751.3725967809	5	5.8e+09	9300000	140	3.39945242895976	1.75920273869514	1e-09	1e-09	1.79175946922805	1.65058061937458e+38	-4.09963434607961e-32	372039936412763
"ouwie_Afr_avgl_16"	"OUMA"	22971.430637547	-45932.8612750941	-45932.8284343716	-45905.2927288549	5	5.9e+09	3.4e+07	200	3.36102785192016	1.37005943998338	1.00190524594835e-09	1.00190524594835e-09	1.79175946922805	2.61067672390614e+47	-8.07908927315536e-25	3.19933847022686e+27
"ouwie_Afr_avgl_17"	"OUMVA"	36607.5112869652	-73203.0225739305	-73202.9765717399	-73169.9403184434	6	5.7e+09	880	34	0.0770608549310196	0.582656794994286	1.01268344001046e-09	1.23434381367168e-08	-1211633.61323713	0	1.44276707917502	4539629653442.21
"ouwie_Afr_avgl_17"	"OUMA"	42864.1205487919	-85718.2410975839	-85718.2082568614	-85690.6725513447	5	7.3e+08	6900000	5300	2.08106192236625e-05	0.524975507558364	1e-09	1e-09	293.201475822033	11822433810247228	1.31007820833076	5235289952976.39
"ouwie_Afr_avgl_18"	"OUMA"	34337.405061603	-68664.810123206	-68664.7772824835	-68637.2415769668	5	2.7e+08	1600000	4000	0.00162205660874674	0.498248024717722	1.00794423082459e-09	1.00794423082459e-09	-2103068.31375918	8059848205669525504	4.01205604898002	503581915983.32
"ouwie_Afr_avgl_18"	"OUMVA"	50771.4979214272	-101530.995842854	-101530.949840664	-101497.913587367	6	1300	220	24	1.74128240013935e-05	0.509459467374885	1.02379202848786e-09	1.14380782191463e-09	1298611.19686564	382583771582923520	1.15885810524625	1019060303988.5
