"LEVEL_3_CO","area","accRealm","sp_richness_palms","meanFL_palms","medianFL_palms","max95FL_palms","meanFL_palms_filled","medianFL_palms_filled","max95FL_palms_filled","log_meanFL_palms_BBMmean","log_medianFL_palms_BBMmean","log_max95FL_palms_BBMmean","log_meanFL_palms_BBM_MCC","log_medianFL_palms_BBM_MCC","log_max95FL_palms_BBM_MCC","sp_richness_angios","meanFW_angios","medianFW_angios","max95FW_angios","meanSL_angios","medianSL_angios","max95SL_angios","curr_meanBodySize","curr_medianBodySize","curr_max95BodySize","curr_sdBodySize","sp_richness_curr","sp_richness_curr_meso","sp_richness_curr_mega","presNat_meanBodySize","presNat_medianBodySize","presNat_max95BodySize","presNat_sdBodySize","sp_richness_PresNat","sp_richness_presNat_meso","sp_richness_presNat_mega","mean_perc_BSchange","median_perc_BSchange","max95_perc_BSchange","mean_abs_BSchange","median_abs_BSchange","max95_abs_BSchange","LEVEL_NAME","LAT","LONG","REALM_LONG","CONTINENT","X_COORD","Y_COORD","ISISLAND","PalmPresAbs","CH_Mean","CH_PercCover","bio1_mean","bio4_mean","bio15_mean","bio12_mean"
"SRL","Sri Lanka","Asia",17,3.15882352941176,1.6,8.63543920761704,3.15882352941176,1.6,8.63543920761704,0.936377861854542,0.921848180519072,1.10242667205448,1.49337453759397,0.921751259836112,3.624457569985,229,22.0974877566825,12.155,62.7369508344166,12.1701209677339,8.5,34.7552012567418,145551.748275862,1962.2,329625.605986224,3.01304771418379,29,9,5,143233.356666667,2203.6,298697.307646588,3.03319451557934,30,10,6,-1.62,10.95,-10.35,-2318.39160919542,241.4,-30928.2983396359,"Sri Lanka",7.612362427,80.70426262,"IndoMalay","ASIA-TROPICAL",7786880.616,967990.7087,1,1,14.7007,0.54279599,266.779135036025,975.937489718838,63.1968610834732,1675.03927313851
"SUD","Sudan","Africa",5,5.9,5.5,10.4466067595535,5.9,5.5,10.4466067595535,1.03944282930875,1.01674259647277,1.11014847256836,0.709178853419907,0.567463915809104,2.20730819387697,217,27.8104288025388,14.1375,107.337342784797,13.0972602741507,10,35.3966227227392,91141.1014492754,2000,91197.7972783135,2.98470222219882,69,18,7,198169.237974684,3177.5,373691.619229761,3.35488705622678,79,29,17,54.01,37.06,75.6,107028.136525408,1177.5,282493.821951448,"Sudan",13.83173564,30.05016106,"Afrotropics","AFRICA",2898550.311,1729994.191,0,1,3.60079,0.006277835,268.578210132555,3567.29650222322,149.223464220963,405.722378909461
"SUD",NA,NA,5,5.9,5.5,10.4466067595535,5.9,5.5,10.4466067595535,1.03944282930875,1.01674259647277,1.11014847256836,0.709178853419907,0.567463915809104,2.20730819387697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUL","Sulawesi","Asia",41,1.85756097560976,1.5,5,1.85756097560976,1.5,5,0.862556188915293,0.846025681497248,1.0590729486874,1.72908200197431,1.78216338104456,3.65482505661589,241,24.7835748897357,14.7,65.483101711545,12.5638214284214,9.1,40,5970.34166666667,200.25,34061.4413460288,2.04375633084559,72,5,4,8417.08918918919,203,62595.4910310566,2.21503071776127,74,7,6,29.07,1.35,45.58,2446.74752252252,2.75,28534.0496850278,"Sulawesi",-2.104047614,121.2948397,"Australasia","ASIA-TROPICAL",11703308.66,-267924.9821,1,1,25.8299,0.664947847,238.176978493013,351.370822187696,35.1826200855067,2379.17841369714
"SUL",NA,NA,41,1.85756097560976,1.5,5,1.85756097560976,1.5,5,0.862556188915293,0.846025681497248,1.0590729486874,1.72908200197431,1.78216338104456,3.65482505661589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUM","Sumatera","Asia",118,2.17415254237288,1.7,6.07247263424868,2.17415254237288,1.7,6.07247263424868,0.842075689606852,0.841141410087866,1.03320956865296,1.54797344177247,1.4784885147357,3.65482505661589,337,23.9857670873344,15.1,70,13.2663536378579,10,40,44824.0264957265,278,55345.6286464324,2.42552646900641,117,9,8,83873.3312,338.3,98213.7216148499,2.8114910969636,125,16,14,46.56,17.82,43.65,39049.3047042735,60.3,42868.0929684174,"Sumatera",-0.47758812,101.6400768,"IndoMalay","ASIA-TROPICAL",9806885.413,-60845.74603,1,1,16.6652,0.802232367,249.649951474425,344.389770173868,29.394294062303,2722.05011221189
"SUM",NA,NA,118,2.17415254237288,1.7,6.07247263424868,2.17415254237288,1.7,6.07247263424868,0.842075689606852,0.841141410087866,1.03320956865296,1.54797344177247,1.4784885147357,3.65482505661589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUR","Suriname","Americas",55,2.81199229941818,1.9,7.07408102758383,2.81199229941818,1.9,7.07408102758383,1.03753140880915,1.06512014186092,1.23923278838773,1.61652254487609,1.78216338104456,3.75605001205218,301,28.1537029236737,17.93333333,77.5,13.938089668614,10,39.9217985566783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWC","Southwest Caribbean","Americas",2,0.9,0.9,1.07541961356466,0.9,0.9,1.07541961356466,0.933709982513284,0.933709982513284,0.992111913508315,2.54135054681672,2.54135054681672,3.49792637568964,46,39.2437179487949,20.1,102.70500934672,15.6338709677419,11,48.9897948556636,854.7,854.7,1392.54131374965,2.48374083126694,2,0,0,854.7,854.7,1392.54131374965,2.48374083126694,2,0,0,0,0,0,0,0,0,"Southwest Caribbean",15.43532421,-85.13841012,"Neotropics","SOUTHERN AMERICA",-8213537.172,1944177.006,1,1,18.0804,0.310210444,267.656578381856,970.049080212911,62.2921650111675,2538.27083333333
"SWC",NA,NA,2,0.9,0.9,1.07541961356466,0.9,0.9,1.07541961356466,0.933709982513284,0.933709982513284,0.992111913508315,2.54135054681672,2.54135054681672,3.49792637568964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ","Swaziland","Africa",1,1.9,1.9,1.9,1.9,1.9,1.9,1.13768645994316,1.13768645994316,1.13768645994316,1.8327758587627,1.8327758587627,1.8327758587627,152,24.8287919463557,12,75.0092231041723,9.7560937503125,6.5,22.1125842965372,145147.127027027,1800,138796.235915713,3.27828648615047,37,11,5,162545.163043478,2840,296825.122370701,3.52176369985204,46,21,13,10.7,36.62,53.24,17398.0360164513,1040,158028.886454988,"Swaziland",-26.56211674,31.4971888,"Afrotropics","AFRICA",3039043.563,-3271232.412,0,1,17.2156,0.076473166,190.643866027728,3017.77159973671,67.3809128413179,829.494388051693
"TAI","Taiwan","Asia",8,1.78125,1.9,2.66982181006874,1.78125,1.9,2.66982181006874,0.926499867575625,0.962783026616744,1.10372914443032,1.62399938817536,1.57971347017198,3.64976380884407,157,20.0914149775473,10,67.268372230118,11.1832608695652,7.75,38.8309988080581,7622.07894736842,280,24572.644610446,2.39653796321902,19,2,1,7622.07894736842,280,24572.644610446,2.39653796321902,19,2,1,0,0,0,0,0,0,"Taiwan",23.74831791,120.9593907,"IndoMalay","ASIA-TEMPERATE",11670787.91,2944999.937,1,1,27.7962,0.60599252,192.347666436121,4132.25323436788,65.5422205445987,2338.98049397801
"TAI",NA,NA,8,1.78125,1.9,2.66982181006874,1.78125,1.9,2.66982181006874,0.926499867575625,0.962783026616744,1.10372914443032,1.62399938817536,1.57971347017198,3.64976380884407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAN","Tanzania","Africa",9,5.47222222222222,4.5,10.4538512927047,5.47222222222222,4.5,10.4538512927047,0.958648193677585,0.968830219790264,1.09805408622132,1.0229762152724,0.567463915809104,3.13857778389082,386,26.7424275362527,15,91.617197853759,12.5828017243362,10,31.3990541817632,51778.3774774775,317.5,70498.5269356034,2.68598160204359,111,21,7,64525.7093220339,359.4,76840.6745800636,2.93829498573952,118,29,14,19.76,11.66,8.25,12747.3318445564,41.9,6342.14764446017,"Tanzania",-6.270199047,34.82340201,"Afrotropics","AFRICA",3359448.44,-795816.9062,0,1,19.3467,0.020392334,221.85599944799,1349.68220232587,85.6396579789859,1004.85228214944
"TCI","Turks-Caicos Is.","Americas",5,1.108,1.1,1.36079856555073,1.108,1.1,1.36079856555073,1.0497695745743,1.03395383858201,1.11926577919921,1.93400081419899,1.4784885147357,3.22968024378348,17,21.935729166875,16.6725,50.8148725982654,7.12555555555556,5,18.3667960088851,35.8,35.8,35.8,NA,1,0,0,35.8,35.8,35.8,NA,1,0,0,0,0,0,0,0,0,"Turks-Caicos Is.",21.80869292,-71.88207917,"Neotropics","SOUTHERN AMERICA",-6935627.224,2717171.752,1,1,11.6179,0.258167841,264.803502142429,1502.54038286209,37.846987016499,699.5390625
"TEX","Texas","Americas",2,1.125,1.125,1.40751846654006,1.125,1.125,1.40751846654006,1.1086134158397,1.1086134158397,1.11552117111868,3.17400651829352,3.17400651829352,3.19678213326668,54,14.746563077875,7.8,36.1685779245358,6.77083333444444,4,20.000000003,4345.06285714286,111.9,9852.82574178249,2.25786617033764,35,2,1,547461.465217391,761.9,4961116.3300209,4.05261609267718,69,34,31,99.21,85.31,99.8,543116.402360248,650,4951263.50427911,"Texas",31.49694154,-99.35743679,"Nearctic","NORTHERN AMERICA",-9585288.112,3815298.381,0,1,21.8505,0.030152731,188.316213496926,7160.75318219285,40.3231568080143,697.064192651618
"THA","Thailand","Asia",156,2.24983974358974,1.8,7,2.24983974358974,1.8,7,0.863183250294305,0.867423441957395,1.06721340103637,1.84380678339358,1.8327758587627,3.70543753433403,439,20.9440282450216,12.783333335,60.4450243066639,12.7001560549026,9.8,37.1948187185565,49728.0181818182,325,46500,2.56781692241464,121,14,7,82497,406.3,192669.580894438,2.86305562218932,129,21,14,39.72,20.01,75.87,32768.9818181818,81.3,146169.580894438,"Thailand",15.11989876,101.0149078,"IndoMalay","ASIA-TROPICAL",9746459.814,1898813.509,0,1,22.7186,0.300952614,261.870312056109,1725.34067233026,79.9374899804478,1559.10535533763
"THA",NA,NA,156,2.24983974358974,1.8,7,2.24983974358974,1.8,7,0.863183250294305,0.867423441957395,1.06721340103637,1.84380678339358,1.8327758587627,3.70543753433403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOG","Togo","Africa",8,6.55,7.625,10.8505733773608,6.55,7.625,10.8505733773608,1.04255945963664,1.02465046446891,1.13573275137941,1.49114163416523,1.57971347017198,3.18412901383715,154,39.0737762237063,21.45,124.490765174731,13.6597887325775,10,35,85184.0543859649,600,70493.3065078794,2.75930403320675,57,13,4,96169.1862068966,635.75,73919.1433818093,2.906182239704,58,15,5,11.42,5.62,4.63,10985.1318209316,35.75,3425.8368739299,"Togo",8.534910374,0.975845964,"Afrotropics","AFRICA",94229.06211,1084038.277,0,1,8.32626,0.006828445,265.532397488304,1563.47674118266,75.2919664676605,1194.76844877847
"TOG",NA,NA,8,6.55,7.625,10.8505733773608,6.55,7.625,10.8505733773608,1.04255945963664,1.02465046446891,1.13573275137941,1.49114163416523,1.57971347017198,3.18412901383715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TON","Tonga","Pacific",2,4.075,4.075,6.39555193591745,4.075,4.075,6.39555193591745,0.95789875520736,0.95789875520736,1.03723327795688,3.3764564291661,3.3764564291661,3.49033450403192,NA,NA,NA,NA,NA,NA,NA,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Tonga",-19.98207653,-174.8245319,"Oceania","PACIFIC",-16868016.99,-2496549.768,1,1,NA,NA,243.587261636048,1486.71466446382,31.8283298919347,2010.19614921781
"TON","Tonga","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,20.2413768117391,14,55.148853738926,13.4076666666667,8.75,43.9651421211648,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Tonga",-19.98207653,-174.8245319,"Oceania","PACIFIC",-16868016.99,-2496549.768,1,1,NA,NA,243.587261636048,1486.71466446382,31.8283298919347,2010.19614921781
"TRT","Trinidad-Tobago","Americas",21,2.22282679738095,1.5,5,2.22282679738095,1.5,5,1.01722991606917,1.06512014186092,1.24141908130431,1.99907399983661,2.23767568050786,3.80666248977032,285,27.4435939849586,14.304166665,98.258847875441,11.9520833332798,7.75,39.1065890898575,611.714285714286,26,4050.97472125068,2.0409827066854,35,0,0,611.714285714286,26,4050.97472125068,2.0409827066854,35,0,0,0,0,0,0,0,0,"Trinidad-Tobago",10.46836429,-61.25263722,"Neotropics","SOUTHERN AMERICA",-5910052.604,1328207.974,1,1,13.1546,0.739748435,263.026985808839,555.503641196236,46.7337241728633,1935.06442388562
"TUA","Tuamotu","Pacific",2,1.5,1.5,2.23927917968834,1.5,1.5,2.23927917968834,0.943711109684874,0.943711109684874,0.981389774842959,3.52829386232053,3.52829386232053,3.68772316713268,NA,NA,NA,NA,NA,NA,NA,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Tuamotu",-16.02806281,-145.2556793,"Oceania","PACIFIC",-14016204.35,-2017619.838,1,1,NA,NA,267.577080856544,762.666154148268,37.4075563071431,1748.9768115942
"TUA","Tuamotu","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,28.2621474361538,19.375,79.5623754271061,13.2148275862069,10,44.3445408294813,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Tuamotu",-16.02806281,-145.2556793,"Oceania","PACIFIC",-14016204.35,-2017619.838,1,1,NA,NA,267.577080856544,762.666154148268,37.4075563071431,1748.9768115942
"TUN","Tunisia","Africa",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,67,9.15863296614516,7.7,17.0538349543225,3.65868421052632,3,10.1839937614702,14761.3166666667,1002.5,62108.2719863637,2.80117287293532,12,4,1,776465.068181818,12200,4757127.73034985,3.79748747521243,22,15,10,98.1,91.78,98.69,761703.751515152,11197.5,4695019.45836349,"Tunisia",34.11124917,9.561561422,"Palearctic","AFRICA",922720.0944,4099684.726,0,1,22.5982,0.002742546,199.308073957312,6652.35351626853,58.1519478548191,237.468117334798
"TUR","Turkey","Asia",1,1.5,1.5,1.5,1.5,1.5,1.5,1.16420107616552,1.16420107616552,1.16420107616552,3.70543753433403,3.70543753433403,3.70543753433403,97,9.49268255258889,8,19.6819120440503,4.03075,3,10.0915775582761,12883.8310344828,200.7,70925.5761937712,2.76883442084766,29,6,2,671675.254761905,370,3249026.82009721,4.23890957507082,42,18,13,98.08,45.76,97.82,658791.423727422,169.3,3178101.24390344,"Turkey",38.989446,35.43172673,"Palearctic","ASIA-TEMPERATE",3418125.125,4603198.238,0,1,24.5585,0.086116284,110.991477997098,8096.21695822192,52.4456380690547,598.12284886181
"TVL","Northern Provinces","Africa",4,6.225,5.5,10.9456375416165,6.225,5.5,10.9456375416165,1.00592742406628,0.988832474133442,1.11835870022318,0.883791901547504,0.744607587822608,1.69612216892371,204,26.3641111111128,11.6,116.477720303764,9.194761905,6.5,19.8949165186106,108732.815686275,253.3,128365.208487347,3.14987062663195,51,12,6,127533.456666667,309.4,206757.828289188,3.49698759612607,60,22,14,14.74,18.13,37.92,18800.6409803922,56.1,78392.6198018415,"Northern Provinces",-25.26571446,28.07825549,"Afrotropics","AFRICA",2710475.997,-3119676.031,0,1,10.0002,0.069633357,186.653649778246,4118.21232754113,78.2098432115537,594.179527591761
"UGA","Uganda","Africa",6,4.98333333333333,3.5,10.6696764602335,4.98333333333333,3.5,10.6696764602335,1.00046169177483,0.990693148956063,1.11291622636701,1.2001198872859,1.2001198872859,3.19931275715259,285,31.0169516728625,15,115,13.34955000013,10,36.1901493442548,54329.1130841121,297,71741.0672172266,2.8388902687485,107,22,7,72694.3382608696,335.1,115869.15976779,3.13324776568883,115,31,15,25.26,11.37,38.08,18365.2251767574,38.1,44128.0925505634,"Uganda",1.280084629,32.38622999,"Afrotropics","AFRICA",3124806.59,163146.078,0,1,9.69847,0.186152673,222.12042790636,793.405182174877,45.1686943900489,1216.282343225
"URU","Uruguay","Americas",7,2.30714285714286,2.5,3.40838093159667,2.30714285714286,2.5,3.40838093159667,0.914471933900823,0.91905716828514,0.977528874586019,2.67149691809195,2.79441293540744,3.38657892470972,67,15.3138709677581,8,34.9748287651018,8.60893617021277,6.5,21.9211529161964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URU",NA,NA,7,2.30714285714286,2.5,3.40838093159667,2.30714285714286,2.5,3.40838093159667,0.914471933900823,0.91905716828514,0.977528874586019,2.67149691809195,2.79441293540744,3.38657892470972,NA,NA,NA,NA,NA,NA,NA,7069,2780,24427.2593436179,2.64188579372502,20,3,1,724292.546153846,27741.75,4027010.19202543,3.61082034099952,52,35,30,99.02,89.98,99.39,717223.546153846,24961.75,4002582.93268182,"",-32.79956992,-56.01217362,"Neotropics","SOUTHERN AMERICA",-5404738.005,-3962381.11,0,1,NA,NA,175.139435028138,4483.23974518745,15.143729923218,1197.52819283959
"VAN","Vanuatu","Pacific",16,3.375,2.25,9.12247713288892,3.375,2.25,9.12247713288892,0.81596415389427,0.802997576224126,0.983599326194822,2.6235958231087,3.12339404057538,3.80666248977032,NA,NA,NA,NA,NA,NA,NA,186.025,135.4,381.929586784862,1.01964116875741,4,0,0,186.025,135.4,381.929586784862,1.01964116875741,4,0,0,0,0,0,0,0,0,"Vanuatu",-16.20215409,167.7055728,"Oceania","PACIFIC",16180739.12,-2038093.672,1,1,39.5401,0.088628872,242.679874147576,1077.17828444064,34.0592380763572,2709.01735015773
"VAN","Vanuatu","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,22.4591840279167,14.1375,56.614801216298,13.2780303030303,9.6,40,186.025,135.4,381.929586784862,1.01964116875741,4,0,0,186.025,135.4,381.929586784862,1.01964116875741,4,0,0,0,0,0,0,0,0,"Vanuatu",-16.20215409,167.7055728,"Oceania","PACIFIC",16180739.12,-2038093.672,1,1,39.5401,0.088628872,242.679874147576,1077.17828444064,34.0592380763572,2709.01735015773
"VEN","Venezuela","Americas",94,2.25739431131915,1.545,6.15982555280984,2.25739431131915,1.545,6.15982555280984,0.999561045983027,0.998833601305034,1.20601974280393,2.11975937603686,2.4654318302395,3.75605001205218,425,27.2997410638354,16,77.5,13.0921645919212,10,36,4173.43040935673,60,10606.5427920694,2.55042190507027,171,9,3,110017.523857868,130.6,204467.359771733,3.50594076756925,197,35,26,96.21,54.06,94.81,105844.093448511,70.6,193860.816979663,"Venezuela",7.118821943,-66.16904042,"Neotropics","SOUTHERN AMERICA",-6383890.548,903589.8219,0,1,17.1371,0.475442043,249.509431986242,686.522194703304,59.8562921086902,1935.40648225012
"VEN",NA,NA,94,2.25739431131915,1.545,6.15982555280984,2.25739431131915,1.545,6.15982555280984,0.999561045983027,0.998833601305034,1.20601974280393,2.11975937603686,2.4654318302395,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIC","Victoria","Pacific",1,1.7,1.7,1.7,1.7,1.7,1.7,0.941385266156597,0.941385266156597,0.941385266156597,2.99686284628002,2.99686284628002,2.99686284628002,25,10.934206349381,8.876666667,20,5.89166666666667,5.825,11.1560062172983,651.069230769231,106,2882.48214239554,1.97788416370677,13,0,0,167957.330555556,50000,169463.86045408,3.60550005331004,36,22,21,99.61,99.79,98.3,167306.261324786,49894,166581.378311685,"Victoria",-36.85746645,144.3078569,"Australasia","AUSTRALASIA",13922646,-4389264.996,0,1,21.9526,0.280010553,141.162740653357,4264.28098185816,22.9900240759655,658.77057204223
"VIE","Vietnam","Asia",97,2.05644329896907,1.6,3.5,2.05644329896907,1.6,3.5,0.907576612807419,0.926499867575626,1.08865767836708,2.08896891607826,2.44012559138043,3.71556002987766,417,20.5119051508241,11.85,61.9007831397182,12.2378571428531,9.2,34.6739827540015,63550.9144329897,720,50889.3535842406,2.61607887519903,97,11,6,132116.189814815,1625,676451.394085476,3.02385566245619,108,21,15,51.9,55.69,92.48,68565.2753818251,905,625562.040501236,"Vietnam",16.65160342,106.3040353,"IndoMalay","ASIA-TROPICAL",10259091.52,2075670.855,0,1,23.6497,0.557146005,236.88633087244,2756.00618204029,78.3989227683661,1923.58321330991
"VIE",NA,NA,97,2.05644329896907,1.6,3.5,2.05644329896907,1.6,3.5,0.907576612807419,0.926499867575626,1.08865767836708,2.08896891607826,2.44012559138043,3.71556002987766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNA","Venezuelan Antilles","Americas",6,1.71583333333333,1.3,3.4752023541983,1.71583333333333,1.3,3.4752023541983,1.00426056953768,1.03372125422919,1.1203589256575,1.20855530023893,0.719301348963536,3.54094698175006,90,26.7970208333875,16.2,80.427577525967,12.476862745098,7,48.1663783151692,29315.9444444444,229.3,98522.6431891089,3.76993096784823,9,3,1,712845.537037037,111749.3,3854810.51738151,3.92901093879082,27,21,17,95.89,99.79,97.44,683529.592592593,111520,3756287.8741924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.924920614786,703.873945055114,51.6706481350336,524.488902589396
"WAL","Wallis-Futuna Is.","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,21.7894927537681,15.96666667,55.5978364947255,15.6240625,10.85,41.7559525985969,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Wallis-Futuna Is.",-13.78426596,-177.1439709,"Oceania","PACIFIC",-17091765.62,-1741837.064,1,1,NA,NA,264.022102228801,499.519055430094,27.4496549606323,3354.93333333333
"WAL","Wallis-Futuna Is.","Pacific",1,7,7,7,7,7,7,0.790205436818604,0.790205436818604,0.790205436818604,2.23767568050786,2.23767568050786,2.23767568050786,NA,NA,NA,NA,NA,NA,NA,47.3,47.3,47.3,NA,1,0,0,47.3,47.3,47.3,NA,1,0,0,0,0,0,0,0,0,"Wallis-Futuna Is.",-13.78426596,-177.1439709,"Oceania","PACIFIC",-17091765.62,-1741837.064,1,1,NA,NA,264.022102228801,499.519055430094,27.4496549606323,3354.93333333333
"WAU","Western Australia","Pacific",5,1.63,1.25,2.74620084168858,1.63,1.25,2.74620084168858,0.95896864323037,0.959526845677156,0.994414498601308,3.22968024378348,3.45237514574331,3.6953150387904,78,18.0775124377612,12.5,40,8.39038461538462,8,20.0494462479091,521.194736842105,134,1777.16854006395,1.87047660679067,19,0,0,126668.408333333,447.5,157797.338380595,3.72023129995576,36,14,12,99.59,70.06,98.87,126147.213596491,313.5,156020.169840531,"Western Australia",-25.46606876,122.1782045,"Australasia","AUSTRALASIA",11793293.08,-3112090.165,0,1,11.3343,0.005902793,230.009074667085,5079.52143284063,64.4242081699754,357.24148950621
"WAU",NA,NA,5,1.63,1.25,2.74620084168858,1.63,1.25,2.74620084168858,0.95896864323037,0.959526845677156,0.994414498601308,3.22968024378348,3.45237514574331,3.6953150387904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHM","West Himalaya","Asia",6,1.75833333333333,1.8,2.4074907185044,1.75833333333333,1.8,2.4074907185044,1.03713249140399,1.02069653047084,1.18013310433421,1.8665175105748,2.08583824735342,2.85767853255512,91,14.3370538617927,8.425,39.5868695349018,6.84855555555556,6.1,12.7935458837358,115069.534693878,3000,175820.881917544,3.12918946445056,49,15,7,235209.460344828,3713,1711303.12324026,3.47916630130343,58,23,15,51.08,19.2,89.73,120139.92565095,713,1535482.24132271,"West Himalaya",33.32159715,76.67319106,"IndoMalay","ASIA-TROPICAL",7400867.125,4013551.336,0,1,36.1903,0.15525362,19.7208797051139,7458.29189295637,66.6648143411374,847.957978702637
"WIN","Windward Is.","Americas",11,1.93903297681818,1.4,5.04975246918104,1.93903297681818,1.4,5.04975246918104,1.02532707349531,1.05535159904216,1.17699321557103,1.82357359008668,1.4784885147357,3.78135625091125,175,32.0288301887233,16.5,100.247231239545,13.3122916666346,10,44.2119464581134,32.7125,30.1,59.1418716099164,0.811530196470379,8,0,0,38.6,23.3,58.9503582008703,0.839043549622713,10,0,0,15.25,-29.18,-0.32,5.8875,-6.8,-0.191513409046145,"Windward Is.",14.09525608,-60.99587035,"Neotropics","SOUTHERN AMERICA",-5885218.245,1779735.374,1,1,10.7318,0.332205136,257.676033288287,808.561639219756,40.4507033891667,2176.45778275476
"XMS","Christmas I.","Asia",1,1.5,1.5,1.5,1.5,1.5,1.5,0.954875158620603,0.954875158620603,0.954875158620603,-1.20397280432594,-1.20397280432594,-1.20397280432594,42,28.5913095239762,13.620833335,94.3301257681132,10.7752380952381,6,40,211.15,211.15,338.121480085013,1.46400500289242,2,0,0,180.125,149.1,326.61456577693,0.84775394267272,4,0,0,-17.22,-41.62,-3.52,-31.025,-62.05,-11.5069143080836,"Christmas I.",-10.44411526,105.7036983,"IndoMalay","ASIA-TROPICAL",10198956.65,-1325217.53,1,1,NA,NA,256.067191172454,688.665442515228,58.0196260355287,2121.61016949153
"YEM","Yemen","Asia",5,2.3,1.9,4.16276603700936,2.3,1.9,4.16276603700936,1.0635385682617,1.00976506588794,1.17601636128916,2.09596074289705,1.8327758587627,3.79653999422669,65,26.7132485874576,11.83333333,101.407431783879,10.5057407407407,6,23.073547062678,6975.48181818182,1800,22773.5873893421,2.03918967128089,11,3,0,80354.3333333333,3500,60477.5765883521,2.6845050022148,12,5,2,91.32,48.57,62.34,73378.8515151515,1700,37703.98919901,"Yemen",15.83691546,47.56879416,"Palearctic","ASIA-TEMPERATE",4588700.443,1993687.468,0,1,1.37013,0.000101866,255.744150116863,4093.09328732671,95.4652516542767,119.418191767496
