"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","id","SpecName","falsePos"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Graphiurus_angolensis","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Graphiurus_angolensis","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Graphiurus_crassicaudatus","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Graphiurus_crassicaudatus","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Graphiurus_crassicaudatus","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Graphiurus_crassicaudatus","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Graphiurus_crassicaudatus","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Graphiurus_crassicaudatus","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Graphiurus_crassicaudatus","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Graphiurus_crassicaudatus","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Graphiurus_crassicaudatus","No"
"GGI",116,"Gulf of Guinea Is.","West-Central Tropical Africa","AFRICA","116","Graphiurus_crassicaudatus","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Graphiurus_crassicaudatus","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Graphiurus_crassicaudatus","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Choeropsis_liberiensis","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Choeropsis_liberiensis","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Choeropsis_liberiensis","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Choeropsis_liberiensis","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Choeropsis_liberiensis","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Gorilla_gorilla","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Gorilla_gorilla","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Gorilla_gorilla","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Gorilla_gorilla","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Gorilla_gorilla","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Gorilla_gorilla","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Gorilla_gorilla","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Gorilla_gorilla","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Gorilla_gorilla","No"
"GAM",113,"Gambia, The","West Tropical Africa","AFRICA","113","Pan_troglodytes","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Pan_troglodytes","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Pan_troglodytes","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Pan_troglodytes","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Pan_troglodytes","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Pan_troglodytes","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Pan_troglodytes","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Pan_troglodytes","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Pan_troglodytes","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Pan_troglodytes","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Pan_troglodytes","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Pan_troglodytes","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Pan_troglodytes","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Pan_troglodytes","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Pan_troglodytes","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Pan_troglodytes","No"
"CON",75,"Congo","West-Central Tropical Africa","AFRICA","75","Pan_troglodytes","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Pan_troglodytes","No"
"EQG",101,"Equatorial Guinea","West-Central Tropical Africa","AFRICA","101","Pan_troglodytes","No"
"GAB",111,"Gabon","West-Central Tropical Africa","AFRICA","111","Pan_troglodytes","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Pan_troglodytes","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Pan_troglodytes","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Pan_troglodytes","No"
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","49","Pan_troglodytes","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Pan_troglodytes","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Pan_troglodytes","No"
"SUM",307,"Sumatera","Malesia","ASIA-TROPICAL","307","Pongo_abelii","No"
"BOR",38,"Borneo","Malesia","ASIA-TROPICAL","37","Pongo_pygmaeus","No"
"ANG",14,"Angola","South Tropical Africa","AFRICA","13","Parahyaena_brunnea","No"
"ZAM",367,"Zambia","South Tropical Africa","AFRICA","367","Parahyaena_brunnea","No"
"ZIM",368,"Zimbabwe","South Tropical Africa","AFRICA","368","Parahyaena_brunnea","No"
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","196","Parahyaena_brunnea","No"
"NAM",213,"Namibia","Southern Africa","AFRICA","213","Parahyaena_brunnea","No"
"BOT",39,"Botswana","Southern Africa","AFRICA","38","Parahyaena_brunnea","No"
"CPV",81,"Caprivi Strip","Southern Africa","AFRICA","81","Parahyaena_brunnea","No"
"TVL",335,"Northern Provinces","Southern Africa","AFRICA","335","Parahyaena_brunnea","No"
"CPP",80,"Cape Provinces","Southern Africa","AFRICA","80","Parahyaena_brunnea","No"
"SWZ",313,"Swaziland","Southern Africa","AFRICA","313","Parahyaena_brunnea","No"
"NAT",214,"KwaZulu-Natal","Southern Africa","AFRICA","214","Parahyaena_brunnea","No"
"IRN",141,"Iran","Western Asia","ASIA-TEMPERATE","141","Hyaena_hyaena","No"
"TUR",332,"Turkey","Western Asia","ASIA-TEMPERATE","332","Hyaena_hyaena","No"
"AFG",2,"Afghanistan","Western Asia","ASIA-TEMPERATE","1","Hyaena_hyaena","No"
"ALG",9,"Algeria","Northern Africa","AFRICA","8","Hyaena_hyaena","No"
"TUN",331,"Tunisia","Northern Africa","AFRICA","331","Hyaena_hyaena","No"
"IRQ",142,"Iraq","Western Asia","ASIA-TEMPERATE","142","Hyaena_hyaena","No"
"MOR",195,"Morocco","Northern Africa","AFRICA","195","Hyaena_hyaena","No"
"PAK",254,"Pakistan","Indian Subcontinent","ASIA-TROPICAL","254","Hyaena_hyaena","No"
"WHM",354,"West Himalaya","Indian Subcontinent","ASIA-TROPICAL","354","Hyaena_hyaena","No"
"LBY",169,"Libya","Northern Africa","AFRICA","169","Hyaena_hyaena","No"
"PAL",255,"Palestine","Western Asia","ASIA-TEMPERATE","255","Hyaena_hyaena","No"
"SAU",284,"Saudi Arabia","Arabian Peninsula","ASIA-TEMPERATE","284","Hyaena_hyaena","No"
"IND",136,"India","Indian Subcontinent","ASIA-TROPICAL","136","Hyaena_hyaena","No"
"EGY",98,"Egypt","Northern Africa","AFRICA","98","Hyaena_hyaena","No"
"SIN",296,"Sinai","Western Asia","ASIA-TEMPERATE","296","Hyaena_hyaena","No"
"CHT",64,"Tibet","China","ASIA-TEMPERATE","63","Hyaena_hyaena","No"
"NEP",221,"Nepal","Indian Subcontinent","ASIA-TROPICAL","221","Hyaena_hyaena","No"
"MTN",204,"Mauritania","West Tropical Africa","AFRICA","204","Hyaena_hyaena","No"
"GST",123,"Gulf States","Arabian Peninsula","ASIA-TEMPERATE","123","Hyaena_hyaena","No"
"OMA",251,"Oman","Arabian Peninsula","ASIA-TEMPERATE","251","Hyaena_hyaena","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Hyaena_hyaena","No"
"NGR",227,"Niger","West Tropical Africa","AFRICA","227","Hyaena_hyaena","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Hyaena_hyaena","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Hyaena_hyaena","No"
"ERI",102,"Eritrea","Northeast Tropical Africa","AFRICA","102","Hyaena_hyaena","No"
"YEM",363,"Yemen","Arabian Peninsula","ASIA-TEMPERATE","363","Hyaena_hyaena","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Hyaena_hyaena","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Hyaena_hyaena","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Hyaena_hyaena","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Hyaena_hyaena","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Hyaena_hyaena","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Hyaena_hyaena","No"
"DJI",92,"Djibouti","Northeast Tropical Africa","AFRICA","92","Hyaena_hyaena","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Hyaena_hyaena","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Hyaena_hyaena","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Hyaena_hyaena","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Hyaena_hyaena","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Hyaena_hyaena","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Hyaena_hyaena","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Hyaena_hyaena","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Hyaena_hyaena","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Hyaena_hyaena","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Hyaena_hyaena","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Hyaena_hyaena","No"
"CHT",64,"Tibet","China","ASIA-TEMPERATE","63","Hoolock_hoolock","No"
"EHM",99,"East Himalaya","Indian Subcontinent","ASIA-TROPICAL","99","Hoolock_hoolock","No"
"ASS",22,"Assam","Indian Subcontinent","ASIA-TROPICAL","21","Hoolock_hoolock","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Hoolock_hoolock","No"
"BAN",28,"Bangladesh","Indian Subcontinent","ASIA-TROPICAL","27","Hoolock_hoolock","No"
"IND",136,"India","Indian Subcontinent","ASIA-TROPICAL","136","Hoolock_hoolock","No"
"CHC",57,"China South-Central","China","ASIA-TEMPERATE","56","Nomascus_concolor","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Nomascus_concolor","No"
"VIE",346,"Vietnam","Indo-China","ASIA-TROPICAL","346","Nomascus_concolor","No"
"LAO",166,"Laos","Indo-China","ASIA-TROPICAL","166","Nomascus_concolor","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Nomascus_concolor","No"
"LAO",166,"Laos","Indo-China","ASIA-TROPICAL","166","Nomascus_gabriellae","No"
"VIE",346,"Vietnam","Indo-China","ASIA-TROPICAL","346","Nomascus_gabriellae","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Nomascus_gabriellae","No"
"CBD",54,"Cambodia","Indo-China","ASIA-TROPICAL","53","Nomascus_gabriellae","No"
"CHH",58,"Hainan","China","ASIA-TEMPERATE","57","Nomascus_hainanus","No"
"CHC",57,"China South-Central","China","ASIA-TEMPERATE","56","Nomascus_leucogenys","No"
"LAO",166,"Laos","Indo-China","ASIA-TROPICAL","166","Nomascus_leucogenys","No"
"VIE",346,"Vietnam","Indo-China","ASIA-TROPICAL","346","Nomascus_leucogenys","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Nomascus_leucogenys","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Nomascus_leucogenys","No"
"ITA",143,"Italy","Southeastern Europe","EUROPE","143","Hystrix_cristata","No"
"SAR",282,"Sardegna","Southwestern Europe","EUROPE","282","Hystrix_cristata","No"
"SIC",294,"Sicilia","Southeastern Europe","EUROPE","294","Hystrix_cristata","No"
"ALG",9,"Algeria","Northern Africa","AFRICA","8","Hystrix_cristata","No"
"TUN",331,"Tunisia","Northern Africa","AFRICA","331","Hystrix_cristata","No"
"MOR",195,"Morocco","Northern Africa","AFRICA","195","Hystrix_cristata","No"
"LBY",169,"Libya","Northern Africa","AFRICA","169","Hystrix_cristata","No"
"MLI",189,"Mali","West Tropical Africa","AFRICA","189","Hystrix_cristata","No"
"MTN",204,"Mauritania","West Tropical Africa","AFRICA","204","Hystrix_cristata","No"
"ERI",102,"Eritrea","Northeast Tropical Africa","AFRICA","102","Hystrix_cristata","No"
"SUD",305,"Sudan","Northeast Tropical Africa","AFRICA","305","Hystrix_cristata","No"
"NGR",227,"Niger","West Tropical Africa","AFRICA","227","Hystrix_cristata","No"
"SEN",291,"Senegal","West Tropical Africa","AFRICA","291","Hystrix_cristata","No"
"ETH",103,"Ethiopia","Northeast Tropical Africa","AFRICA","103","Hystrix_cristata","No"
"GAM",113,"Gambia, The","West Tropical Africa","AFRICA","113","Hystrix_cristata","No"
"GNB",119,"Guinea-Bissau","West Tropical Africa","AFRICA","119","Hystrix_cristata","No"
"GUI",125,"Guinea","West Tropical Africa","AFRICA","125","Hystrix_cristata","No"
"NGA",226,"Nigeria","West Tropical Africa","AFRICA","226","Hystrix_cristata","No"
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","55","Hystrix_cristata","No"
"CMN",70,"Cameroon","West-Central Tropical Africa","AFRICA","70","Hystrix_cristata","No"
"DJI",92,"Djibouti","Northeast Tropical Africa","AFRICA","92","Hystrix_cristata","No"
"BKN",33,"Burkina","West Tropical Africa","AFRICA","32","Hystrix_cristata","No"
"GHA",117,"Ghana","West Tropical Africa","AFRICA","117","Hystrix_cristata","No"
"TOG",324,"Togo","West Tropical Africa","AFRICA","324","Hystrix_cristata","No"
"BEN",29,"Benin","West Tropical Africa","AFRICA","28","Hystrix_cristata","No"
"SOM",300,"Somalia","Northeast Tropical Africa","AFRICA","300","Hystrix_cristata","No"
"SIE",295,"Sierra Leone","West Tropical Africa","AFRICA","295","Hystrix_cristata","No"
"IVO",144,"Ivory Coast","West Tropical Africa","AFRICA","144","Hystrix_cristata","No"
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","50","Hystrix_cristata","No"
"LBR",167,"Liberia","West Tropical Africa","AFRICA","167","Hystrix_cristata","No"
"ZAI",366,"Zaïre","West-Central Tropical Africa","AFRICA","366","Hystrix_cristata","No"
"KEN",153,"Kenya","East Tropical Africa","AFRICA","153","Hystrix_cristata","No"
"UGA",337,"Uganda","East Tropical Africa","AFRICA","337","Hystrix_cristata","No"
"RWA",279,"Rwanda","West-Central Tropical Africa","AFRICA","279","Hystrix_cristata","No"
"TAN",315,"Tanzania","East Tropical Africa","AFRICA","315","Hystrix_cristata","No"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","43","Hystrix_cristata","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_betsileo","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_cleesei","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_laniger","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_meridionalis","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_peyrierasi","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_ramanantsoavanai","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Avahi_unicolor","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Indri_indri","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_candidus","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_coquereli","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_coronatus","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_deckenii","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_diadema","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_edwardsi","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_perrieri","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_tattersalli","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Propithecus_verreauxi","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_albifrons","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_cinereiceps","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_fulvus","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_mongoz","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_rubriventer","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Eulemur_rufifrons","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Lemur_catta","No"
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","184","Varecia_variegata","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_goodfellowi","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_inustus","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_matschiei","No"
"BIS",32,"Bismarck Archipelago","Papuasia","ASIA-TROPICAL","31","Dendrolagus_matschiei","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_pulcherrimus","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_spadix","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dendrolagus_ursinus","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Dorcopsis_luctuosa","No"
"WAU",352,"Western Australia","Australia","AUSTRALASIA","352","Lagostrophus_fasciatus","No"
"CHC",57,"China South-Central","China","ASIA-TEMPERATE","56","Berylmys_mackenziei","No"
"CHT",64,"Tibet","China","ASIA-TEMPERATE","63","Berylmys_mackenziei","No"
"EHM",99,"East Himalaya","Indian Subcontinent","ASIA-TROPICAL","99","Berylmys_mackenziei","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Berylmys_mackenziei","No"
"ASS",22,"Assam","Indian Subcontinent","ASIA-TROPICAL","21","Berylmys_mackenziei","No"
"BAN",28,"Bangladesh","Indian Subcontinent","ASIA-TROPICAL","27","Berylmys_mackenziei","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Berylmys_mackenziei","No"
"CBD",54,"Cambodia","Indo-China","ASIA-TROPICAL","53","Berylmys_mackenziei","No"
"VIE",346,"Vietnam","Indo-China","ASIA-TROPICAL","346","Berylmys_mackenziei","No"
"NWG",239,"New Guinea","Papuasia","ASIA-TROPICAL","239","Conilurus_penicillatus","No"
"NTA",235,"Northern Territory","Australia","AUSTRALASIA","235","Conilurus_penicillatus","No"
"WAU",352,"Western Australia","Australia","AUSTRALASIA","352","Conilurus_penicillatus","No"
"PHI",261,"Philippines","Malesia","ASIA-TROPICAL","261","Crateromys_heaneyi","No"
"SUL",306,"Sulawesi","Malesia","ASIA-TROPICAL","306","Maxomys_dollmani","No"
"SUM",307,"Sumatera","Malesia","ASIA-TROPICAL","307","Maxomys_hylomyoides","No"
"MOL",193,"Maluku","Malesia","ASIA-TROPICAL","193","Melomys_aerosus","No"
"MOL",193,"Maluku","Malesia","ASIA-TROPICAL","193","Melomys_fraterculus","No"
"MOL",193,"Maluku","Malesia","ASIA-TROPICAL","193","Melomys_fulgens","No"
"MOL",193,"Maluku","Malesia","ASIA-TROPICAL","193","Melomys_paveli","No"
"WAU",352,"Western Australia","Australia","AUSTRALASIA","352","Mesembriomys_macrurus","No"
"MYA",212,"Myanmar","Indo-China","ASIA-TROPICAL","212","Niviventer_cremoriventer","No"
"THA",322,"Thailand","Indo-China","ASIA-TROPICAL","322","Niviventer_cremoriventer","No"
"BOR",38,"Borneo","Malesia","ASIA-TROPICAL","37","Niviventer_cremoriventer","No"
"MLY",191,"Malaya","Malesia","ASIA-TROPICAL","191","Niviventer_cremoriventer","No"
"SUM",307,"Sumatera","Malesia","ASIA-TROPICAL","307","Niviventer_cremoriventer","No"
"JAW",147,"Jawa","Malesia","ASIA-TROPICAL","147","Niviventer_cremoriventer","No"
"WAU",352,"Western Australia","Australia","AUSTRALASIA","352","Notomys_alexis","No"
"NTA",235,"Northern Territory","Australia","AUSTRALASIA","235","Notomys_alexis","No"
"QLD",268,"Queensland","Australia","AUSTRALASIA","268","Notomys_alexis","No"
"NTA",235,"Northern Territory","Australia","AUSTRALASIA","235","Notomys_aquilo","No"
"NTA",235,"Northern Territory","Australia","AUSTRALASIA","235","Notomys_cervinus","No"
"QLD",268,"Queensland","Australia","AUSTRALASIA","268","Notomys_cervinus","No"
"QLD",268,"Queensland","Australia","AUSTRALASIA","268","Notomys_fuscus","No"
"NTA",235,"Northern Territory","Australia","AUSTRALASIA","235","Notomys_fuscus","No"
"NSW",234,"New South Wales","Australia","AUSTRALASIA","234","Notomys_fuscus","No"
"WAU",352,"Western Australia","Australia","AUSTRALASIA","352","Notomys_mitchellii","No"
"NSW",234,"New South Wales","Australia","AUSTRALASIA","234","Notomys_mitchellii","No"
"VIC",345,"Victoria","Australia","AUSTRALASIA","345","Notomys_mitchellii","No"
