"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
19	"OUMVA"	24394.3296667413	-48776.6593334826	-48776.6175839796	-48742.9971877727	6	1700	50	-0.054	3.34657350210871	1.56620969497195	1.00120446848608e-09	2.06429535741515	1.94591014905531	168938132561.939	2.30864123871791e-82	2.00429367108152e-71
19	"OUMA"	178703.832731186	-357397.665462372	-357397.635656113	-357369.613674281	5	7.6e+09	1.3e+07	-1.3e+09	0.258934517509863	0.471099176847272	1e-09	1e-09	616303717.538193	923301.636746289	0.811450716557473	0.0523437159255153
2	"OUMA"	355667.649590796	-711325.299181592	-711325.269375333	-711297.2473935	5	5.4e+09	8.9e+08	-2100000	0.136592957075808	0.33625019193425	1e-09	1e-09	-228974292.522906	0	1.94088555522786	0.0176714792066409
20	"OUMV"	-2187.69857795003	4385.39715590007	4385.42696215938	4413.44894399163	5	5.6e+09	2.1e+08	-1.7e+07	3.42688777080745	3.42688777080745	3.60898499904059	2.18956953241939	0.497220661953067	0.016621810628422	0.867534329051082	0.070970844662172
20	"OUMVA"	25253.2801302337	-50494.5602604674	-50494.5185109644	-50460.8981147575	6	5.6e+09	2.1e+08	-1.7e+07	3.40352967647153	4.26804598219616e-07	1.08815405837897e-09	0.836719901701869	1.94591014905531	32205140265535908	1.01114068875686e-158	1.67345484663238e-142
20	"OUMA"	466211.313648845	-932412.62729769	-932412.59749143	-932384.575509598	5	1.4e+10	6.3e+08	-7.1e+08	0.202787874087529	0.413106787735725	1.00019218320681e-09	1.00019218320681e-09	13916986.3322456	29794.1107557721	130.542555675105	0
21	"OUMA"	24723.4906418736	-49436.9812837472	-49436.9514774878	-49408.9294956556	5	6.3e+09	7900000	660	3.23645048581245	1.64646154157503	1e-09	1e-09	1.94591014905531	7289156519.78391	2.04172524380229e-75	7.64806888935435e-66
21	"OUMVA"	24724.3438556799	-49436.6877113598	-49436.6459618568	-49403.0255656499	6	1700	81	22	3.24821459655052	1.65626575850849	1e-09	1.00012419662734e-09	1.94591014905531	7598809383.45498	1.64171228452423e-75	6.41091199335814e-66
22	"OUMVA"	24663.0576322817	-49314.1152645634	-49314.0735150605	-49280.4531188536	6	1600	170	29	3.53232421981412	1.5527449121752	1e-09	1.00062057736378e-09	1.94591014905531	85207564360.8697	8.96225130217912e-88	3.92439293776975e-77
22	"OUMA"	682835.560889554	-1365661.12177911	-1365661.09197285	-1365633.06999102	5	2e+10	3.7e+09	-5e+06	0.259158298984507	0.45000037829402	1e-09	1e-09	-468784600.505453	109485.910160902	1.71428695301928	0.00284120036672438
23	"OUMA"	24739.8998363791	-49469.7996727582	-49469.7698664988	-49441.7478846666	5	5.7e+09	1.2e+07	1200	3.45262274537167	1.41320752343181	1e-09	1e-09	1.94591014905531	89080385486828.1	7.2230216213344e-90	3.30657379386468e-76
23	"OUMVA"	24766.6446563857	-49521.2893127713	-49521.2475632684	-49487.6271670615	6	1600	170	27	3.46070396138578	1.41886836850025	1.0035257220331e-09	1.30138819871483e-09	1.94591014905531	94071785425302.2	5.62504786134514e-90	2.71933570867292e-76
24	"OUMVA"	24386.1561146651	-48760.3122293301	-48760.2704798271	-48726.6500836203	6	1900	48	2.9	3.24005940096946	4.79441016490397e-07	1.00012001108285e-09	7.13199893179613e-08	1.94591014905531	1.62836119424649e+26	4.69767327241647e-157	3.93106992312605e-131
24	"OUMA"	24896.2356417395	-49782.4712834791	-49782.4414772198	-49754.4194953875	5	6.2e+09	1.3e+07	1600	3.27490712308468	1.4841585057641	1e-09	1e-09	1.94591014905531	1950876875209.48	7.70014868233691e-87	7.71980248283232e-75
25	"OUMVA"	158929.562464159	-317847.124928317	-317847.083178814	-317813.462782607	6	1900	47	4.3	0.0137381545021577	0.200478499265911	1.00014947060666e-09	1.79146576299297e-09	-2607354699.13931	0	5.74960994534555	0.0114615410361336
25	"OUMA"	1262196.73459229	-2524383.46918457	-2524383.43937831	-2524355.41739648	5	3.9e+10	1.1e+10	1.2e+07	0.267993860250883	0.467437263372775	1e-09	1e-09	-177063372.709726	64411.0274909143	0.707931501318309	0.00839490766797248
26	"OUMVA"	16370.2140889416	-32728.4281778833	-32728.3864283803	-32694.7660321734	6	1700	110	29	0.00192609682173243	0.180598719370611	1e-09	1e-09	0.484761703663147	0.000191297449161949	1.7047472463142	0.0755010066018871
26	"OUMA"	53956.0069207236	-107902.013841447	-107901.984035188	-107873.962053356	5	4.4e+17	2.7e+12	-2.2e+18	3.0651036343683	3.28896730857755	1e-09	1e-09	-1728745684.95833	5806453.06669161	-35.61665923572	0.142242778959839
27	"OUMA"	16620.7114067853	-33231.4228135706	-33231.3930073113	-33203.3710254791	5	510000	56000	-3600000	0.0195444608441691	0.212828102918341	1e-09	1e-09	-9017867.58235621	0	1.72354886308151	0.0236255177951481
28	"OUMVA"	82527.6109089703	-165043.221817941	-165043.180068438	-165009.559672231	6	1400	260	19	0.0673643521295438	0.247726025537057	1.00186948388257e-09	4.34232205360351e-07	1017537893.22494	0	-22.9056593607957	0.192442320597385
28	"OUMA"	11104753.2656044	-22209496.5312089	-22209496.5014026	-22209468.4794208	5	2.7e+11	5.6e+10	-4.1e+07	0.221707391752465	0.430168810265136	1e-09	1e-09	-474874780.193416	238009.839881286	1.01633133092999	0.0170569487198295
29	"OU1"	-1946.91011236086	3899.82022472171	3899.83213539169	3916.65129757665	3	5.6e+09	-340000	0	3.41362663125224	0	2.78094814467694	0	0.508656973943772	0.0143615055041941	0	0
29	"OUMVA"	25118.1294237107	-50224.2588474213	-50224.2170979183	-50190.5967017114	6	1700	81	32	3.3863079909346	1.41234663289999	1.00212709118958e-09	4.47513852229278	1.94591014905531	249441458922.229	7.67765441310905e-87	9.84179726302551e-76
29	"OUMA"	25304.170121095	-50598.34024219	-50598.3104359307	-50570.2884540985	5	5.9e+09	1e+07	320	3.38319415200007	1.49950490349768	1.00012485069287e-09	1.00012485069287e-09	1.94591014905531	39373301828.6425	9.15054802181785e-83	1.85151040676483e-72
3	"OUMVA"	24304.4620673838	-48596.9241347675	-48596.8823852645	-48563.2619890576	6	5.6e+09	980	32	3.38463825407064	0.975660022879494	1.00024583988307e-09	0.130761788109238	1.94591014905531	10422582564506	5.26882816810683e-109	2.82206229444602e-96
3	"OUMA"	24576.9771059794	-49143.9542119588	-49143.9244056995	-49115.9024238673	5	5.7e+09	5.9e+08	2100	3.42533336326889	1.07539323669433	1.00122143005251e-09	1.00122143005251e-09	1.94591014905531	3767862450342.86	2.03321846667969e-106	3.93691739449801e-94
30	"OUMA"	23340.2317526278	-46670.4635052557	-46670.4336989964	-46642.4117171641	5	1.1e+08	510	-5.4e+08	3.29978070160272	1.15325938067383	1.00002428868885e-09	1.00002428868885e-09	1.42174598649794	2.7570458413838e+40	1.75806962493345e-110	3.40924370057525e-70
30	"OUMVA"	24024.4930828769	-48036.9861657537	-48036.9444162507	-48003.3240200439	6	5.8e+09	980	33	2.06132658850657	1.93882003895996e-06	1.0012184776678e-09	0.367245497129211	1.42174215906101	5.3583055317445e+38	4.12723224404088e-99	1.5554839689527e-60
31	"OUMVA"	24122.2558337435	-48232.5116674869	-48232.469917984	-48198.8495217771	6	1700	120	25	3.44000738313198	0.760711754337165	1.01010833720904e-09	2.80482705171021e-06	1.94591014905531	105016134619339008	3.03484924941084e-122	1.6378358347134e-105
31	"OUMA"	345875.727964391	-691741.455928782	-691741.426122522	-691713.40414069	5	3.1e+09	4.6e+08	3200000	0.0500120694066781	0.254403188775719	1e-09	1e-09	-2673385.20684878	2229.2770358956	-21.0953542891941	0
32	"OUMA"	1269452.9256379	-2538895.85127581	-2538895.82146955	-2538867.79948772	5	4.6e+10	1.4e+10	1.8e+07	0.328411015833955	0.531948561049301	1e-09	1e-09	724764052.382393	379920.224459298	15.9987021661077	0.0170649253618727
33	"OUMVA"	24289.8306328448	-48567.6612656896	-48567.6195161866	-48533.9991199797	6	1600	170	24	3.30488650921797	1.37412913192767	1.00144646721357e-09	1.01120346184373e-09	1.94591014905531	244026.645085024	7.30721292482611e-95	9.1636022137657e-90
33	"OUMA"	37490.3421901824	-74970.6843803647	-74970.6545741054	-74942.6325922732	5	3.6e+08	-2e+08	-4.5e+09	0.197860322201455	0.369063691439302	1e-09	1e-09	-541010412.66916	292155.711007165	3.33104407843685	0.00635317613232984
34	"OUMVA"	24217.6408188705	-48423.2816377411	-48423.2398882381	-48389.6194920312	6	1700	63	13	2.36828320594628	5.67046516420358e-09	1e-09	35.2628065911734	1.94591014905531	1572892135537.07	6.06596853062129e-121	4.90316276980287e-109
34	"OUMA"	149047.106170373	-298084.212340746	-298084.182534486	-298056.160552654	5	5.8e+09	1.1e+09	-1200000	0.324790686979238	0.510408995595672	1e-09	1e-09	-16467787.8343697	85804.2218389529	1.70731398638102	0.00693937059132051
35	"OUMA"	49185.4261319711	-98360.8522639423	-98360.822457683	-98332.8004758507	5	3.9e+08	9.8e+07	760000	0.101299439944557	0.30849156408418	1e-09	1e-09	146279483.280054	570585.130767698	-775.11215353525	0.0694012118632343
36	"OUMVA"	17316.2302347156	-34620.4604694312	-34620.4187199282	-34586.7983237213	6	1600	170	25	0.12755508108552	0.252359202066271	1e-09	8.61874191413008e-08	0.124811187576277	2.64020345505366e-05	1.29846947873543	0.0947825663695433
36	"OUMA"	19938.2045016738	-39866.4090033476	-39866.3791970883	-39838.3572152561	5	3.3e+16	-1.7e+14	-1.7e+17	3.02929139048017	3.20564793345993	1e-09	1e-09	2.01264092924102e-17	0	1.42717236983478	0.0471713547311889
37	"OUMVA"	24182.8054171157	-48353.6108342315	-48353.5690847285	-48319.9486885216	6	5.6e+09	980	27	3.36546623866527	1.5827276869653	1e-09	1.00212435372328e-09	1.36975391709245	31756439.3648298	2.16340959032168e-72	5.52550202144826e-68
37	"OUMA"	24215.1450097931	-48420.2900195861	-48420.2602133268	-48392.2382314946	5	5.9e+09	3700000	-31	3.36900039831629	1.59850172353001	1e-09	1e-09	1.36975185582488	25793170.7789171	3.8153171745116e-71	1.46188438548789e-73
38	"OUMVA"	24492.8828166773	-48973.7656333547	-48973.7238838517	-48940.1034876448	6	1600	190	25	3.42004472415008	1.54352051457743	1e-09	1.12303400462731e-09	1.30033436709502	692960908.363196	3.89787145135607e-82	0
38	"OUMA"	28649.3203711896	-57288.6407423793	-57288.6109361199	-57260.5889542877	5	1.6e+09	2.3e+08	-3100000	0.470420761572788	0.677193285267539	1e-09	1e-09	28170310.8732304	260567.53585837	1.70531960355876	0.0198357636304321
39	"OUMVA"	16999.4361438011	-33986.8722876023	-33986.8305380993	-33953.2101418924	6	1600	170	27	0.0752342304408446	0.190417771469982	1e-09	4.61007066677749e-06	0.409796929468856	2.86467934270202e-05	1.10017978293881	0.0918178429891253
39	"OUMA"	102311.085657251	-204612.171314502	-204612.141508243	-204584.119526411	5	2.2e+09	4.9e+08	670000	0.2193220904667	0.436507468429915	1e-09	1e-09	247970553.477503	1489995.30318583	2868.75922618228	0
4	"OUMVA"	24267.42602092	-48522.8520418401	-48522.8102923371	-48489.1898961302	6	1600	140	24	3.38382698593839	0.995826397275292	1e-09	0.195926586809321	1.94591014905531	2537170409221.01	6.77790015912346e-110	8.83734931375479e-98
4	"OUMA"	82694.1296810143	-165378.259362029	-165378.229555769	-165350.207573937	5	2.2e+09	4.2e+08	-73000	0.261097037453347	0.472175056499509	1e-09	1e-09	139140478.482045	990362.246799777	0.744009647626523	0.0340020703871736
40	"OUMA"	24202.2086423511	-48394.4172847021	-48394.3874784428	-48366.3654966105	5	6.5e+09	4.4e+07	500	3.18352915649411	1.16252566576781	1e-09	1e-09	1.94591014905531	11362561618524.5	4.24051490448089e-98	2.47612213338082e-85
40	"OUMVA"	24230.3691921521	-48448.7383843043	-48448.6966348013	-48415.0762385944	6	1900	47	2	3.20217813593285	1.15676718304583	1.00162769535055e-09	1.01268415374154e-09	1.94591014905531	18682409806839.6	2.88499136228906e-99	2.76983965296057e-86
41	"OUMA"	24454.8891221522	-48899.7782443044	-48899.748438045	-48871.7264562128	5	8300000	1200	-5e+08	3.43266471780839	1.41610835254813	1e-09	1e-09	0.530628672357483	489976.745662795	6.92012059642219e-95	6.38996410474818e-89
41	"OUMVA"	24502.9599124578	-48993.9198249155	-48993.8780754125	-48960.2576792056	6	1600	170	27	3.49715146795661	1.31702312714712	1e-09	1e-09	0.530628375597885	3520770.68318436	9.92651048254288e-102	6.58633588033816e-95
42	"OUMVA"	24513.1108746667	-49014.2217493335	-49014.1799998305	-48980.5596036236	6	1500	220	26	3.44797485328555	1.12313001546437	1.00022900287276e-09	1.17132506225582e-09	1.94591014905531	1403648323895.82	7.1427310491382e-104	5.15228437964043e-92
42	"OUMA"	377140.523402632	-754271.046805264	-754271.016999005	-754242.995017173	5	7.9e+09	1.4e+09	-2800000	0.177950838034763	0.398429982099832	1e-09	1e-09	5966252651.26934	1848599.668922	-17.9370357920077	0.0451603444587881
43	"OUMV"	-1969.42956265049	3948.85912530099	3948.8889315603	3976.91091339255	5	6.6e+09	1.2e+09	-1.5e+10	3.43226058489977	3.43226058489977	2.89452232563016	2.19007359016694	0.498439145050817	0.0149103669498386	0.862986124226327	0.0713188921063318
43	"OUMVA"	24158.4667574184	-48304.9335148367	-48304.8917653337	-48271.2713691268	6	6.6e+09	1.2e+09	-1.5e+10	3.43143845702752	1.24607382285583	1.0001064547149e-09	0.00149585106318495	1.94591014905531	357523049.911989	1.04256339039402e-100	1.91550695822831e-92
43	"OUMA"	24281.3279098126	-48552.6558196251	-48552.6260133658	-48524.6040315336	5	5.7e+09	6100000	750	3.42489153034317	1.42805310630634	1e-09	1e-09	1.94591014905531	24634197.6757699	1.4859193305692e-92	1.88109561673543e-85
44	"OUMA"	24586.6806094338	-49163.3612188676	-49163.3314126083	-49135.309430776	5	5.9e+09	1.6e+07	110	3.37096630101439	1.43730296422618	1e-09	1e-09	1.94591014905531	772109640430.908	7.13875300073431e-88	2.83255627974288e-76
44	"OUMVA"	24591.7730292199	-49171.5460584399	-49171.5043089369	-49137.88391273	6	1700	130	33	3.37936230434879	1.44186512562984	1.00146835537797e-09	1.00114041067301e-09	1.94591014905531	834772429175.943	4.76428913182338e-88	2.0438236646227e-76
45	"OUMA"	517141.814436029	-1034273.62887206	-1034273.5990658	-1034245.57708397	5	1.2e+10	4.2e+09	9100000	0.24516146644552	0.448136501903329	1e-09	1e-09	-4734264474.00777	1319061.53099675	-2.77607024297783	0
46	"OU1"	-1949.24071903589	3904.48143807179	3904.49334874177	3921.31251092673	3	3.2e+09	-2.6e+09	0	3.45905273958757	0	2.82796805657396	0	0.511757022724748	0.0144186582344849	0	0
46	"OUMV"	-1938.38722902611	3886.77445805221	3886.80426431153	3914.82624614378	5	4.9e+10	970	-4.8e+10	3.45906283075741	3.45906283075741	2.82228206443104	2.1519874340066	0.500091405231022	0.0146415348112461	0.864880988172103	0.0708252706213087
46	"OUMVA"	23016.8313866964	-46021.6627733928	-46021.6210238898	-45988.0006276829	6	4.9e+10	970	-4.8e+10	1.76479066673488	2.57978791446965e-07	1e-09	0.0654044712281391	1.3683401753041	6461276480877.97	1.95357122901596e-84	9.22472647048857e-72
46	"OUMA"	23375.9424504493	-46741.8849008986	-46741.8550946393	-46713.833112807	5	5.7e+09	4100000	-52	3.44867526926706	1.8497996058022	1e-09	1e-09	1.36902249204048	87732743375.5611	1.65367595888484e-73	5.59521925547903e-64
47	"OUMVA"	24237.8186239496	-48463.6372478992	-48463.5954983963	-48429.9751021894	6	1500	190	21	3.40758708454799	1.34340995429976	1e-09	1.01002315129962e-09	1.94591014905531	16421204.2064492	5.2220213054455e-94	4.40677480760246e-87
47	"OUMA"	727909.952417395	-1455809.90483479	-1455809.87502853	-1455781.8530467	5	2.1e+10	2e+09	-3.5e+07	0.197962734392599	0.39615971110013	1e-09	1e-09	-141381655.878322	0	0.551095408396439	0
48	"OUMVA"	24630.6322895113	-49249.2645790227	-49249.2228295197	-49215.6024333128	6	5.7e+09	980	32	3.39582334059339	2.36943825696084e-08	1.00287017084366e-09	42.9875028014872	1.94591014905531	839583731371579904	1.74060774970748e-160	7.51003816935306e-143
48	"OUMA"	24839.1682615541	-49668.3365231082	-49668.3067168489	-49640.2847350166	5	5.8e+09	3.8e+07	1100	3.39928435155567	1.31696089103763	1.00000382706491e-09	1.00000382706491e-09	1.94591014905531	1183994743.08209	1.079134228598e-94	6.5660238956062e-86
49	"OUMA"	24109.8444216169	-48209.6888432339	-48209.6590369746	-48181.6370551423	5	5.3e+09	1.2e+07	640	3.59574979984679	1.46938529318355	1e-09	1e-09	1.31994522334941	17245.1970229073	4.35938649535881e-99	5.69557567098853e-95
49	"OUMVA"	25161.6916553852	-50311.3833107705	-50311.3415612675	-50277.7211650606	6	5.1e+09	980	32	3.53312400935638	1.17111176500949e-08	1.00348867614009e-09	11.7947328969324	1.94591014905531	386882368254873088	3.80167160764469e-156	7.55841538920119e-139
5	"OUMVA"	17945.2988132533	-35878.5976265065	-35878.5558770035	-35844.9354807967	6	1500	220	24	0.322858351788041	0.413940527625851	1e-09	4.54587003595682e-05	0.130584422728495	8.66898340987388e-06	1.54256763805703	0.0755950548370808
5	"OUMA"	139294.926382831	-278579.852765662	-278579.822959402	-278551.80097757	5	2.1e+09	3.5e+08	1200000	0.150454967832453	0.353711602245519	1.05148896686732e-09	1.05148896686732e-09	-79463520.8223389	222124.187676983	135.09120347785	0.0297342117640372
50	"OUMVA"	35772.5725096056	-71533.1450192113	-71533.1032697083	-71499.4828735014	6	1600	180	24	0.0065326444432459	0.470095971991008	1e-09	7.5471699599492e-09	-62703.5997217071	9841034088665124	1.03654148509679	1008204897954.64
50	"OUMA"	44067.2631556365	-88124.5263112729	-88124.4965050136	-88096.4745231814	5	2.7e+11	5.4e+08	-1.3e+08	1.46472226193473e-05	0.569207019657435	1e-09	1e-09	-489684.285294159	8.02265905030439e+21	0.0896802594106051	9705690000234284
51	"OUMA"	49542.414760489	-99074.8295209781	-99074.7997147188	-99046.7777328865	5	3.4e+09	5e+08	-39000	0.429422347626929	0.663900654790678	1e-09	1e-09	-717065742.040749	5157136.66779104	-9.00596091580726	0.164631326749974
52	"OUMA"	23373.2089020912	-46736.4178041825	-46736.3879979232	-46708.3660160909	5	3.7e+08	510000	-6.4e+08	0.27357568463157	0.476210703718996	1e-09	1e-09	-131156150.622255	0	0.706961610657849	0.0450605936078199
52	"OUMVA"	24516.4515376143	-49020.9030752286	-49020.8613257257	-48987.2409295188	6	1700	130	24	3.34126403626799	1.43072250993273	1e-09	1e-09	1.94591014905531	137069.128898585	8.75953213336237e-91	6.17017923290049e-86
53	"OUMVA"	24454.5062775685	-48897.012555137	-48896.970805634	-48863.3504094271	6	1800	51	4.6	3.34855766077228	1.31359223362834	1e-09	0.000660165467525375	1.94591014905531	8884741400.81778	5.93347768428352e-95	2.70913920963797e-85
53	"OUMA"	42370.5354269221	-84731.0708538442	-84731.0410475849	-84703.0190657527	5	1.6e+09	3.2e+08	-170000	0.392752198481527	0.587530567140164	1e-09	1e-09	239213638.003164	624851.92892887	-4.59641481283784	0.0210881731016387
54	"OUMVA"	28750.8839053491	-57489.7678106983	-57489.7260611953	-57456.1056649884	6	1600	150	25	3.12709727572222e-07	0.241301804240417	1.00016673519978e-09	1.38210589954989e-09	2.33298351066635e-11	0	0.909402731728824	883.835905668956
54	"OUMA"	31095.8373557057	-62181.6747114113	-62181.644905152	-62153.6229233198	5	8.7e+10	6.7e+08	-1.7e+08	2.50408534027911e-07	0.237901250582935	1e-09	1e-09	3.48301418232145e-11	0	0.908816757324647	596.09594654324
55	"OUMVA"	24355.3825992175	-48698.765198435	-48698.7234489321	-48665.1030527252	6	1700	80	18	2.8966063936866	2.80283870456507e-07	1.00112499556874e-09	93.1763136759994	1.94591014905531	1666876634941181952	1.54354165797344e-134	1.32220571745482e-116
55	"OUMA"	24736.0376277245	-49462.0752554491	-49462.0454491897	-49434.0234673575	5	5.7e+09	9.4e+07	390	3.42749701675711	1.13294731315944	1e-09	1e-09	0.0953101798078278	34422889.6609088	5.98576621100726e-105	2.16186109954927e-96
56	"OUMVA"	24714.0237069428	-49416.0474138855	-49416.0056643826	-49382.3852681757	6	1500	170	25	3.42962378403979	1.35653297507104	1.0000959003067e-09	1.00374031739758e-09	1.94591014905531	4561529712811282	6.05347642310105e-94	1.41903327772782e-78
56	"OUMA"	24725.1138608272	-49440.2277216545	-49440.1979153952	-49412.1759335629	5	5.7e+09	1.1e+07	380	3.42783418797062	1.39004952456381	1.0037598307388e-09	1.0037598307388e-09	1.94591014905531	2039603009102134	2.27588049941176e-92	2.38546097167467e-77
57	"OUMVA"	16251.5567766985	-32491.113553397	-32491.071803894	-32457.4514076871	6	1900	51	3.1	0.000310906151462661	0.119525378920386	1e-09	0.000433048854498347	0.490084222501751	0.000206374247575514	1.67577307918906	0.982654710741674
57	"OUMA"	27211.8646536032	-54413.7293072064	-54413.6995009471	-54385.6775191148	5	3.2e+08	6.4e+07	120000	0.246114342551159	0.446940945918519	3.7018783187019e-09	3.7018783187019e-09	-7142558.35314569	53633.0597264376	25.108453140817	0.0231441760665084
