SpecName;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;FruitColorDescription;MainFruitColors;Conspicuousness;MDG;Africa;Asia;America;Pacific;accRealm;accAfrica;moist0_dry1
Daemonorops_longipes;longipes;Calameae;Calamoideae;2;0;2;2;1;1;5;5;understorey;NA;4.5;4;0.55;2.4;2.3;2.5;1.75;1.7;1.8;small;globose;straw-coloured_or_dull_brown;"straw-coloured;_brown";cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_longispatha;longispatha;Calameae;Calamoideae;1;0;0;0;1;1;22;5;canopy;NA;3;NA;0.55;1.3;NA;NA;1.1;NA;NA;small;NA;"rich_brown;_shiny";brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_longispinosa;longispinosa;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_longistipes;longistipes;Calameae;Calamoideae;2;0;2;0;1;1;10;3;canopy;NA;2.5;2.5;0.75;1.5;NA;NA;1.3;NA;NA;small;ovoid;straw-coloured;straw-coloured;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_macrophylla;macrophylla;Calameae;Calamoideae;1;0;0;0;0;1;20;3;canopy;NA;2.25;1.75;0.55;2.1;NA;NA;1.5;NA;NA;small;NA;yellowish_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_macroptera;macroptera;Calameae;Calamoideae;1;0;0;2;1;1;15;3;canopy;NA;NA;NA;0.33;1.5;NA;NA;1.2;NA;NA;small;elongate;pale_yellow;yellow;conspicuous;0;0;1;0;0;ASIA;0;0
Daemonorops_maculata;maculata;Calameae;Calamoideae;1;0;0;1;1;1;5;2;canopy;NA;2.02;2;NA;2;NA;NA;1.6;NA;NA;small;ovoid;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_manii;manii;Calameae;Calamoideae;1;0;0;0;0;1;30;7;canopy;NA;3;3;NA;1;NA;NA;1;NA;NA;small;ovoid;reddish_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_megalocarpa;megalocarpa;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_melanochaetes;melanochaetes;Calameae;Calamoideae;1;0;0;0;0;1;30;7;canopy;NA;3;2.7;0.28;1.35;1;1.7;1.35;1;1.7;small;NA;reddish_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_micracantha;micracantha;Calameae;Calamoideae;1;0;0;0;1;1;20;2.5;canopy;NA;2.2;2.2;0.55;2.25;2;2.5;1.9;1.8;2;small;ovoid;deeply_channelled_scales_encrusted_with_dragons_blood;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_microcarpa;microcarpa;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_microstachys;microstachys;Calameae;Calamoideae;0;1;0;0;1;1;1;2;understorey;12;2;2;NA;1;NA;NA;0.8;NA;NA;small;ovoid;green_turning_straw-coloured;"green;_straw-coloured";cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_mirabilis;mirabilis;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_mogeana;mogeana;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;2;NA;NA;1.54;NA;NA;small;NA;bright_yellowish_white_scales;white;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_mollis;mollis;Calameae;Calamoideae;1;0;0;0;1;1;10;4;canopy;NA;2.5;NA;0.53;1.1;NA;NA;1;NA;NA;small;ovoid;creamy_pink;pink;conspicuous;0;0;1;0;0;ASIA;0;0
Daemonorops_mollispina;mollispina;Calameae;Calamoideae;1;0;0;0;0;1;8;5;canopy;NA;2;2;NA;1.5;NA;NA;1.5;NA;NA;small;NA;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_monticola;monticola;Calameae;Calamoideae;1;0;0;0;0;1;5;4;canopy;NA;3;3;0.8;1.5;NA;NA;1.5;NA;NA;small;globose;reddish_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_nigra;nigra;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_nuichuaensis;nuichuaensis;Calameae;Calamoideae;0;0;1;1;NA;1;5;3;canopy;NA;NA;1;0.6;2;NA;NA;2;NA;NA;small;globose;reddish-brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_oblata;oblata;Calameae;Calamoideae;1;0;0;0;1;1;10;2;canopy;NA;0.9;3;0.55;2;NA;NA;2.65;2.5;2.8;small;ovoid;"pale_green_to_ivory_when_fresh;_creamy_yellow;_straw-coloured_on_drying";"green;_ivory";cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_oblonga;oblonga;Calameae;Calamoideae;1;0;0;0;0;1;12;4.5;canopy;NA;3.5;NA;0.59;2.1;NA;NA;0.8;NA;NA;small;ovoid;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_ochrolepis;ochrolepis;Calameae;Calamoideae;1;0;0;2;1;1;15;1.5;canopy;NA;2;NA;0.4;1.6;NA;NA;1.5;NA;NA;small;NA;young_green;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_ocreata;ocreata;Calameae;Calamoideae;1;0;0;0;NA;1;12;3.2;canopy;NA;NA;1;0.6;1.7;NA;NA;1.7;NA;NA;small;globose;yellowish;yellow;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_oligolepis;oligolepis;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;1.9;NA;2;NA;NA;1.7;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_oligophylla;oligophylla;Calameae;Calamoideae;1;0;0;0;1;1;NA;1.2;canopy;NA;0.9;0.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_oxycarpa;oxycarpa;Calameae;Calamoideae;1;0;0;0;1;1;15;3;canopy;NA;3;2.6;0.45;1.5;NA;NA;1;NA;NA;small;ovoid;pale_brown_to_chestnut;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_pachyrostris;pachyrostris;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_palembanica;palembanica;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_pannosa;pannosa;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;1.45;NA;NA;1.2;NA;NA;small;ovoid;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_pedicellaris;pedicellaris;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;1.1;NA;NA;0.8;NA;NA;small;NA;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_periacantha;periacantha;Calameae;Calamoideae;1;0;0;2;1;1;10;8;canopy;NA;3;3;0.33;2.2;NA;NA;2.15;2;2.3;small;ovoid;pale_straw-coloured_to_pale_brown_sometimes_pink-tinged;"straw-coloured;_brown";cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_plagiocycla;plagiocycla;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_poilanei;poilanei;Calameae;Calamoideae;1;0;0;2;0;1;20;4;canopy;NA;3;3;0.65;2.5;NA;NA;2.5;NA;NA;small;globose;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_polita;polita;Calameae;Calamoideae;1;0;0;1;1;1;15;3.5;canopy;NA;3;NA;NA;1.2;NA;NA;1.3;NA;NA;small;NA;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_pumila;pumila;Calameae;Calamoideae;0;0;1;0;NA;1;NA;1.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_rarispinosa;rarispinosa;Calameae;Calamoideae;1;0;0;0;0;1;20;2.5;canopy;NA;1;1;NA;1.3;NA;NA;1.3;NA;NA;small;ovoid;yellow;yellow;conspicuous;0;0;1;0;0;ASIA;0;0
Daemonorops_riedeliana;riedeliana;Calameae;Calamoideae;1;0;0;2;1;1;10;6;canopy;NA;2.5;2.5;0.17;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_robusta;robusta;Calameae;Calamoideae;1;0;0;2;1;1;7;4;canopy;NA;4.18;NA;0.45;1.9;NA;NA;1.7;NA;NA;small;elongate;red?_Creamy_green_tinged_bluish_violet;green;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_rubra;rubra;Calameae;Calamoideae;1;0;0;0;1;1;10;5;canopy;NA;3.4;3;0.45;2.5;NA;NA;2.5;NA;NA;small;elongate;reddish;red;conspicuous;0;0;1;0;0;ASIA;0;0
Daemonorops_ruptilis;ruptilis;Calameae;Calamoideae;2;2;0;0;1;1;10;3;canopy;NA;4;NA;NA;2.2;NA;NA;1.4;NA;NA;small;globose;pale_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_sabut;sabut;Calameae;Calamoideae;1;0;0;0;0;1;40;3;canopy;NA;3;3;0.55;1.6;NA;NA;1.2;NA;NA;small;globose;"yellowish;_yellowish_brown";brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_sarasinorum;sarasinorum;Calameae;Calamoideae;1;0;0;2;1;1;35;8;canopy;NA;4;4;NA;1.6;NA;NA;1;NA;NA;small;globose;pale_straw_coloured;straw-coloured;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_scapigera;scapigera;Calameae;Calamoideae;0;2;2;2;1;1;3.5;4;understorey;15;2;2;0.33;2.6;2.2;3;2.45;1.9;3;small;ovoid;"strawcoloured_scales;_marked_with_purplish-black_at_the_tip_or_purplish-black_throughout";straw-coloured;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_schlechteri;schlechteri;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_sekundurensis;sekundurensis;Calameae;Calamoideae;1;0;0;0;NA;1;2;NA;both;NA;3;3;NA;1.5;NA;NA;1;NA;NA;small;globose;reddish_brown_dragons_blood_encrusted_scales;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_sepal;sepal;Calameae;Calamoideae;1;0;0;0;0;1;15;6;canopy;NA;3.7;3.4;0.33;3;NA;NA;2.75;2.5;3;small;globose;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_serpentina;serpentina;Calameae;Calamoideae;0;1;0;0;1;1;0.2;4;understorey;NA;2.2;2.2;0.55;2.5;NA;NA;2;NA;NA;small;NA;pale_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_siberutensis;siberutensis;Calameae;Calamoideae;1;0;0;0;NA;1;5;1.7;canopy;NA;1;1;NA;2;NA;NA;1.2;NA;NA;small;globose;reddish_brown_dragons_blood-encrusted_scales;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_singalana;singalana;Calameae;Calamoideae;1;0;0;0;1;1;10;4;canopy;NA;2.75;NA;0.55;1.6;1.2;2;1.55;1.1;2;small;globose;green;green;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_sparsiflora;sparsiflora;Calameae;Calamoideae;1;0;0;0;1;1;20;2.7;canopy;NA;3.2;3;0.22;1.1;NA;NA;1;NA;NA;small;NA;dull_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_spectabilis;spectabilis;Calameae;Calamoideae;0;0;1;2;1;1;2;6;understorey;NA;4;4;2.7;3.5;NA;NA;3;NA;NA;small;ovoid;light_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_stenophylla;stenophylla;Calameae;Calamoideae;1;0;0;0;1;1;30;2.5;canopy;NA;2.5;NA;0.33;2.6;NA;NA;2;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_takanensis;takanensis;Calameae;Calamoideae;1;0;0;NA;NA;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_trichroa;trichroa;Calameae;Calamoideae;1;0;0;0;1;1;15;NA;canopy;NA;1.4;NA;NA;1.3;NA;NA;1.5;NA;NA;small;NA;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_unijuga;unijuga;Calameae;Calamoideae;1;0;0;0;1;1;20;0.9;canopy;NA;0.7;0.7;0.07;3;NA;NA;2;NA;NA;small;globose;greenish_brown_scales;brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_urdanetana;urdanetana;Calameae;Calamoideae;1;0;0;NA;1;1;NA;NA;canopy;NA;1.8;NA;NA;1.4;NA;NA;1.4;NA;NA;small;elongate;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Daemonorops_uschdraweitiana;uschdraweitiana;Calameae;Calamoideae;1;0;0;0;1;1;10;3.5;canopy;NA;2.5;NA;0.33;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Daemonorops_verticillaris;verticillaris;Calameae;Calamoideae;1;0;0;2;0;1;15;5;canopy;NA;3.4;3;0.29;1.5;NA;NA;1.5;NA;NA;small;globose;"brownish;_yellow-_to_red-brown";brown;cryptic;0;0;1;0;0;ASIA;0;0
Daemonorops_wrightmyoensis;wrightmyoensis;Calameae;Calamoideae;1;0;0;0;0;1;20;4.5;canopy;NA;2;2;NA;1.5;NA;NA;1;NA;NA;small;elongate;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Deckenia_nobilis;nobilis;Areceae;Arecoideae;0;0;1;1;1;1;40;35;canopy;NA;2.5;NA;0.33;1.2;NA;NA;0.4;NA;NA;small;ovoid;black;black;cryptic;0;1;0;0;0;AFRICA;1;0
Desmoncus_chinantlensis;chinantlensis;Cocoseae;Arecoideae;1;0;0;2;0;1;20;5;canopy;NA;1.28;1.28;0.02;1.52;1.21;1.86;1.27;1.03;1.62;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_cirrhifer;cirrhifer;Cocoseae;Arecoideae;1;0;0;0;0;1;20;3;canopy;NA;NA;1.17;0.11;1.823;1.43;2.09;1.341666667;0.98;1.57;small;globose;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_costaricensis;costaricensis;Cocoseae;Arecoideae;1;0;0;0;0;1;6;2.3;canopy;NA;NA;0.8;0.16;1.38;1.27;1.45;1.13;0.91;1.38;small;ovoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_giganteus;giganteus;Cocoseae;Arecoideae;1;0;0;1;0;1;50;5;canopy;50;2.47;2.15;0.35;3.62;2.15;4.26;1.66;1.27;1.83;small;ovoid;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_horridus;horridus;Cocoseae;Arecoideae;1;0;0;0;0;1;15;4.8;canopy;NA;NA;1.23;0.11;1.54;1.06;2.11;0.953421053;0.74;1.24;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_interjectus;interjectus;Cocoseae;Arecoideae;1;0;0;NA;0;1;6;2.8;canopy;NA;NA;1.25;0.1;1.4175;1.35;1.51;1.0725;0.98;1.23;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_kunarius;kunarius;Cocoseae;Arecoideae;1;0;0;NA;0;1;NA;3.6;canopy;NA;NA;1;0.06;2.513333333;2.39;2.74;2.166666667;2.01;2.41;small;ovoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_latisectus;latisectus;Cocoseae;Arecoideae;1;0;0;NA;0;1;4;1.4;understorey;NA;NA;0.4;0.03;1.13;NA;NA;0.9;NA;NA;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;1
Desmoncus_leptoclonos;leptoclonos;Cocoseae;Arecoideae;1;0;0;0;0;1;10;1.9;canopy;NA;NA;0.77;0.06;1.225;1.09;1.39;0.8;0.7;0.94;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_loretanus;loretanus;Cocoseae;Arecoideae;1;0;0;NA;0;1;NA;1.6;canopy;NA;NA;0.46;0.02;1.30375;1.05;1.59;0.795;0.7;0.96;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_madrensis;madrensis;Cocoseae;Arecoideae;1;0;0;NA;0;1;6.5;0.9;canopy;NA;NA;0.35;0.09;1.04;0.93;1.14;0.67625;0.61;0.72;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_mitis;mitis;Cocoseae;Arecoideae;1;0;0;2;0;1;10;1.1;canopy;30;0.94;0.8;0.16;1.23;0.89;1.57;0.7;0.55;1.09;small;ellipsoid;bright_red_or_yellowish-green;"red;_green";conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_moorei;moorei;Cocoseae;Arecoideae;1;0;0;NA;0;1;32.5;3.4;canopy;NA;NA;1.13;0.04;1.263;1.11;1.43;1.141;1.02;1.3;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_myriacanthos;myriacanthos;Cocoseae;Arecoideae;1;0;0;NA;0;1;9;3.7;canopy;NA;NA;1.31;0.03;1.512941176;1.26;2.1;0.818823529;0.7;1.03;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_obovoideus;obovoideus;Cocoseae;Arecoideae;1;0;0;NA;0;1;7;2;canopy;NA;NA;NA;0.04;1.58;1.4;1.79;1.42;1.28;1.63;small;ovoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_orthacanthos;orthacanthos;Cocoseae;Arecoideae;1;0;0;0;0;1;20;3;canopy;50;2.25;2.07;0.2;1.49;1.14;1.84;1.42;0.84;2;small;globose;"orange;_yellow-orange_or_red";"orange;_yellow;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_osensis;osensis;Cocoseae;Arecoideae;1;0;0;NA;0;1;NA;2.6;canopy;NA;NA;0.85;0.04;1.512;1.39;1.73;1.364;1.1;1.59;small;ovoid;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_parvulus;parvulus;Cocoseae;Arecoideae;1;0;0;NA;0;1;10;1.8;canopy;NA;NA;0.47;0.14;1.107142857;0.89;1.43;0.935714286;0.71;1.12;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_polyacanthos;polyacanthos;Cocoseae;Arecoideae;1;0;0;2;0;1;37;3.5;canopy;25;1.91;1.73;0.2;1.694362745;1.12;2.35;1.193598039;0.79;1.79;small;globose;orange_or_red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_prunifer;prunifer;Cocoseae;Arecoideae;1;0;0;NA;0;1;NA;0.8;canopy;NA;NA;0.46;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Desmoncus_pumilus;pumilus;Cocoseae;Arecoideae;1;0;0;NA;0;1;5;0.7;canopy;NA;NA;0.42;0.08;1.002;0.82;1.16;0.674;0.5;0.85;small;ellipsoid;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_setosus;setosus;Cocoseae;Arecoideae;1;0;0;NA;0;1;15;1.1;canopy;NA;NA;0.67;0.04;1.193333333;1.12;1.28;0.753333333;0.61;0.85;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Desmoncus_stans;stans;Cocoseae;Arecoideae;1;0;0;0;0;1;2.5;1;both;7;0.405;0.28;0.15;1.33;1.28;1.37;1.07875;0.95;1.11;small;globose;orange;orange;conspicuous;0;0;0;1;0;AMERICAS;0;0
Desmoncus_vacivus;vacivus;Cocoseae;Arecoideae;1;0;0;NA;0;1;10;0.9;canopy;NA;NA;0.46;0.11;2.092352941;1.84;2.39;1.331176471;1.1;1.53;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Dictyocaryum_fuscum;fuscum;Irarteeae;Arecoideae;0;0;1;1;0;0;22;20;canopy;6;2.7;2.5;0.22;3.25;3;3.5;2.5;2;3;small;NA;greenish_yellow;yellow;conspicuous;0;0;0;1;0;AMERICAS;0;0
Dictyocaryum_lamarckianum;lamarckianum;Irarteeae;Arecoideae;0;0;1;1;1;0;25;45;canopy;6;6;5;NA;2.65;2.5;2.8;2.65;2.3;3;small;ovoid;greenish_yellow;yellow;conspicuous;0;0;0;1;0;AMERICAS;0;0
Dictyocaryum_ptarianum;ptarianum;Irarteeae;Arecoideae;0;0;1;2;0;0;20;20;canopy;5;3.5;3;0.55;3.25;3;3.5;2.75;2;3.5;small;globose;"greenish_yellow;_yellowish_brown";"yellow;_brown";conspicuous;0;0;0;1;0;AMERICAS;0;0
Dictyosperma_album;album;Areceae;Arecoideae;0;0;1;1;0;0;15;20;canopy;15;4.14;4.14;NA;1.25;1;1.5;1.05;1;1.1;small;globose;purple_black;"purple;_black";cryptic;0;1;0;0;0;AFRICA;1;0
Dransfieldia_micrantha;micrantha;Areceae;Arecoideae;0;0;1;2;0;0;10;5;canopy;8;2;1.8;0.81;1.545;1.5;1.59;0.85;0.76;0.95;small;globose;black;black;cryptic;0;0;0;0;1;PACIFIC;0;0
Drymophloeus_litigiosus;litigiosus;Areceae;Arecoideae;0;0;1;2;0;0;5;3;understorey;9;1.6;1.6;0.48;1.7;1.36;2.34;1.05;0.58;1.3;small;globose;yellow_to_red;"yellow;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Drymophloeus_oliviformis;oliviformis;Areceae;Arecoideae;0;0;1;1;0;0;4;7;understorey;7;1.4;1.1;0.61;1.7;1.06;2.35;0.8;0.55;1.19;small;pyramidal;red_and_juicy;red;conspicuous;0;0;0;0;1;ASIA;0;0
Drymophloeus_whitmeeanus;whitmeeanus;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;3.7;NA;NA;1.87;NA;NA;small;NA;red?;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Dypsis_acaulis;acaulis;Areceae;Arecoideae;0;1;0;1;0;0;0.05;1.8;understorey;6;0.44;0.18;0.29;2;NA;NA;0.6;NA;NA;small;ovoid;red;red;conspicuous;1;0;0;0;0;MADA;0;0
Dypsis_acuminum;acuminum;Areceae;Arecoideae;0;0;1;1;0;0;6;8;canopy;6;1.5;1.34;0.18;0.95;0.9;1;0.65;0.6;0.7;small;NA;orange;orange;conspicuous;1;0;0;0;0;MADA;0;0
Dypsis_albofarinosa;albofarinosa;Areceae;Arecoideae;0;0;1;0;0;0;5;5;understorey;6;1.35;1.35;NA;2;NA;NA;1.5;NA;NA;small;NA;NA;NA;NA;1;0;0;0;0;MADA;0;0
Dypsis_ambanjae;ambanjae;Areceae;Arecoideae;0;0;1;0;0;0;5;6;understorey;NA;1;1;NA;1.25;1.1;1.4;0.95;0.8;1.1;small;NA;NA;NA;NA;1;0;0;0;0;MADA;0;0
Dypsis_ambilaensis;ambilaensis;Areceae;Arecoideae;0;0;1;0;0;0;3;0.8;understorey;8;0.4;0.33;0.09;1.25;1;1.5;0.475;0.45;0.5;small;NA;red;red;conspicuous;1;0;0;0;0;MADA;0;0
Dypsis_ambositrae;ambositrae;Areceae;Arecoideae;0;0;1;2;0;0;7;12;canopy;11;3.1;2.8;0.33;1.4;NA;NA;1.275;1.05;1.5;small;ovoid;NA;NA;NA;1;0;0;0;0;MADA;0;1
Dypsis_andapae;andapae;Areceae;Arecoideae;0;0;1;0;0;0;1.2;1.2;understorey;10;0.48;0.22;0.29;1.2;1.1;1.3;0.725;0.7;0.75;small;ovoid;orange;orange;conspicuous;1;0;0;0;0;MADA;0;0
Dypsis_andilamenensis;andilamenensis;Areceae;Arecoideae;1;0;0;0;0;0;20;1.5;canopy;8;NA;1.4;0;0.8;0.72;0.88;0.445;0.38;0.51;small;ellipsoid;yellowish;yellow;cryptic;1;0;0;0;0;MADA;0;0
Dypsis_andrianatonga;andrianatonga;Areceae;Arecoideae;0;0;1;0;0;0;9;2.5;canopy;5;1.6;1.28;0.35;1.45;0.9;2;1.1;0.7;1.5;small;ovoid;green;green;cryptic;1;0;0;0;0;MADA;0;0
Dypsis_angusta;angusta;Areceae;Arecoideae;0;0;1;0;0;0;2;1;understorey;6;0.42;0.3;0.14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Dypsis_angustifolia;angustifolia;Areceae;Arecoideae;0;0;1;0;0;0;1;1;understorey;7;0.73;0.5;0.25;1.4;NA;NA;0.7;NA;NA;small;globose;NA;NA;NA;1;0;0;0;0;MADA;0;0
Dypsis_anjae;anjae;Areceae;Arecoideae;0;0;1;0;0;0;3;1;understorey;15;0.27;NA;0.045;0.535;0.52;0.55;0.215;0.21;0.22;small;ellipsoid;red;red;conspicuous;1;0;0;0;0;MADA;0;0
Dypsis_ankaizinensis;ankaizinensis;Areceae;Arecoideae;0;0;1;1;0;0;15;40;canopy;NA;NA;NA;NA;1.5;1.3;1.7;1.025;0.85;1.2;small;NA;NA;NA;NA;1;0;0;0;0;MADA;0;0
