"","SpecName","Area_code_L3","accGenus","PalmTribe","PalmSubfamily","AverageFruitLength_cm","accAfrica","Americas","Asia","Africa","Madagascar","Pacific","accRealm","area","region","continent","log_BBM_MCC_avg"
"107","Aiphanes_weberbaueri","PER","Aiphanes","Cocoseae","Arecoideae",0.85,"0","1","0","0","0","0","Americas","Peru","Western South America","SOUTHERN AMERICA",1.152
"108","Aiphanes_weberbaueri","ECU","Aiphanes","Cocoseae","Arecoideae",0.85,"0","1","0","0","0","0","Americas","Ecuador","Western South America","SOUTHERN AMERICA",1.152
"109","Allagoptera_arenaria","BZS","Allagoptera","Cocoseae","Arecoideae",1.6,"0","1","0","0","0","0","Americas","Brazil South","Brazil","SOUTHERN AMERICA",1.134
"110","Allagoptera_arenaria","BZL","Allagoptera","Cocoseae","Arecoideae",1.6,"0","1","0","0","0","0","Americas","Brazil Southeast","Brazil","SOUTHERN AMERICA",1.134
"111","Allagoptera_arenaria","BZE","Allagoptera","Cocoseae","Arecoideae",1.6,"0","1","0","0","0","0","Americas","Brazil Northeast","Brazil","SOUTHERN AMERICA",1.134
"112","Allagoptera_brevicalyx","BZE","Allagoptera","Cocoseae","Arecoideae",1.75,"0","1","0","0","0","0","Americas","Brazil Northeast","Brazil","SOUTHERN AMERICA",1.256
"113","Allagoptera_campestris","AGE","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Argentina Northeast","Southern South America","SOUTHERN AMERICA",1.22
"114","Allagoptera_campestris","PAR","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Paraguay","Southern South America","SOUTHERN AMERICA",1.22
"115","Allagoptera_campestris","BZS","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Brazil South","Brazil","SOUTHERN AMERICA",1.22
"116","Allagoptera_campestris","BZN","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Brazil North","Brazil","SOUTHERN AMERICA",1.22
"117","Allagoptera_campestris","BZE","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Brazil Northeast","Brazil","SOUTHERN AMERICA",1.22
"118","Allagoptera_campestris","BZC","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Brazil West-Central","Brazil","SOUTHERN AMERICA",1.22
"119","Allagoptera_campestris","BZL","Allagoptera","Cocoseae","Arecoideae",1.35,"0","1","0","0","0","0","Americas","Brazil Southeast","Brazil","SOUTHERN AMERICA",1.22
"120","Allagoptera_caudescens","BZE","Allagoptera","Cocoseae","Arecoideae",4.25,"0","1","0","0","0","0","Americas","Brazil Northeast","Brazil","SOUTHERN AMERICA",1.05
"121","Allagoptera_caudescens","BZL","Allagoptera","Cocoseae","Arecoideae",4.25,"0","1","0","0","0","0","Americas","Brazil Southeast","Brazil","SOUTHERN AMERICA",1.05
"122","Allagoptera_leucocalyx","BZC","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Brazil West-Central","Brazil","SOUTHERN AMERICA",1.234
"123","Allagoptera_leucocalyx","BZL","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Brazil Southeast","Brazil","SOUTHERN AMERICA",1.234
"124","Allagoptera_leucocalyx","BZN","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Brazil North","Brazil","SOUTHERN AMERICA",1.234
"125","Allagoptera_leucocalyx","BZE","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Brazil Northeast","Brazil","SOUTHERN AMERICA",1.234
"126","Allagoptera_leucocalyx","AGE","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Argentina Northeast","Southern South America","SOUTHERN AMERICA",1.234
"127","Allagoptera_leucocalyx","BOL","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Bolivia","Western South America","SOUTHERN AMERICA",1.234
"128","Allagoptera_leucocalyx","BZS","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Brazil South","Brazil","SOUTHERN AMERICA",1.234
"129","Allagoptera_leucocalyx","PAR","Allagoptera","Cocoseae","Arecoideae",2.65,"0","1","0","0","0","0","Americas","Paraguay","Southern South America","SOUTHERN AMERICA",1.234
"130","Ammandra_decasperma","ECU","Ammandra","Phytelepheae","Ceroxyloideae",10,"0","1","0","0","0","0","Americas","Ecuador","Western South America","SOUTHERN AMERICA",1.313
"131","Ammandra_decasperma","CLM","Ammandra","Phytelepheae","Ceroxyloideae",10,"0","1","0","0","0","0","Americas","Colombia","Western South America","SOUTHERN AMERICA",1.313
"132","Aphandra_natalia","BZN","Aphandra","Phytelepheae","Ceroxyloideae",4.75,"0","1","0","0","0","0","Americas","Brazil North","Brazil","SOUTHERN AMERICA",1.238
"133","Aphandra_natalia","ECU","Aphandra","Phytelepheae","Ceroxyloideae",4.75,"0","1","0","0","0","0","Americas","Ecuador","Western South America","SOUTHERN AMERICA",1.238
"134","Aphandra_natalia","PER","Aphandra","Phytelepheae","Ceroxyloideae",4.75,"0","1","0","0","0","0","Americas","Peru","Western South America","SOUTHERN AMERICA",1.238
"135","Archontophoenix_alexandrae","QLD","Archontophoenix","Areceae","Arecoideae",1.1,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.34
"136","Archontophoenix_cunninghamiana","QLD","Archontophoenix","Areceae","Arecoideae",1.25,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.316
"137","Archontophoenix_cunninghamiana","NSW","Archontophoenix","Areceae","Arecoideae",1.25,"0","0","0","0","0","1","Pacific","New South Wales","Australia","AUSTRALASIA",1.316
"138","Archontophoenix_maxima","QLD","Archontophoenix","Areceae","Arecoideae",1.25,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.232
"139","Archontophoenix_myolensis","QLD","Archontophoenix","Areceae","Arecoideae",1.7,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.207
"140","Archontophoenix_purpurea","QLD","Archontophoenix","Areceae","Arecoideae",2.3,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.226
"141","Archontophoenix_tuckeri","QLD","Archontophoenix","Areceae","Arecoideae",2,"0","0","0","0","0","1","Pacific","Queensland","Australia","AUSTRALASIA",1.235
"142","Areca_abdulrahmanii","BOR","Areca","Areceae","Arecoideae",4,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.026
"143","Areca_ahmadii","BOR","Areca","Areceae","Arecoideae",4.3,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.259
"144","Areca_andersonii","BOR","Areca","Areceae","Arecoideae",2.1,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.047
"145","Areca_arundinacea","BOR","Areca","Areceae","Arecoideae",1.9,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.021
"146","Areca_bakeri","BOR","Areca","Areceae","Arecoideae",6.26,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.224
"147","Areca_brachypoda","BOR","Areca","Areceae","Arecoideae",2.2,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.1
"148","Areca_caliso","PHI","Areca","Areceae","Arecoideae",3,"0","0","1","0","0","0","Asia","Philippines","Malesia","ASIA-TROPICAL",1.119
"149","Areca_camarinensis","PHI","Areca","Areceae","Arecoideae",5,"0","0","1","0","0","0","Asia","Philippines","Malesia","ASIA-TROPICAL",1.284
"150","Areca_catechu","PHI","Areca","Areceae","Arecoideae",6.5,"0","0","1","0","0","0","Asia","Philippines","Malesia","ASIA-TROPICAL",1.245
"151","Areca_chaiana","BOR","Areca","Areceae","Arecoideae",3,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.228
"152","Areca_concinna","SRL","Areca","Areceae","Arecoideae",3,"0","0","1","0","0","0","Asia","Sri Lanka","Indian Subcontinent","ASIA-TROPICAL",1.139
"153","Areca_dransfieldii","BOR","Areca","Areceae","Arecoideae",3.8,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.165
"154","Areca_furcata","BOR","Areca","Areceae","Arecoideae",1,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",1.077
"155","Areca_gurita","BOR","Areca","Areceae","Arecoideae",2,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",0.987
