"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"
17	"BM1"	-4539.19037894971	9082.38075789942	9082.38665760444	9093.61922473188	2	1000	0	0	0	0	0.82287699408553	0	1.21434123461653	3.75738859000108	0	0	9082.38665760444	2166.07819655935	0
17	"BMS"	-4291.83838981244	8589.67677962488	8589.68858483885	8606.53447987356	3	680	340	0	0	0	1.12988452406642	0.213175439510902	1.22315192300177	4.00385131833345	0	0	8589.68858483885	1673.38012379377	0
17	"OU1"	-3463.88250911951	6933.76501823903	6933.776823453	6950.62271848771	3	6.2e+09	9.6e+08	0	3.3682390041498	0	12.0657180799729	0	2.06978857959093	0.0300522899269196	0	0	6933.776823453	17.4683624079144	0.000104151060227935
17	"OUM"	-3454.14438800286	6916.28877600571	6916.30846104509	6938.76570967062	4	6.2e+09	9.6e+08	0	3.36828286260289	3.36828286260289	11.9525925190981	11.9525925190981	2.16471564014259	0.0368120818855008	1.88529152933519	0.0513231301866719	6916.30846104509	0	0.646949521700464
17	"OUMV"	-3453.74541174835	6917.49082349671	6917.5203655942	6945.58699057784	5	6.1e+09	9.5e+08	2e+06	3.36818116811894	3.36818116811894	12.1894295761689	11.4848932819461	2.16469401471126	0.0371755566693126	1.88529892163827	0.0503098061033347	6917.5203655942	1.21190454910993	0.352946327239308
18	"BM1"	-3459.25159724548	6922.50319449096	6922.50909419598	6933.74166132341	2	1000	0	0	0	0	0.265892474110077	0	1.20580293069984	1.99363662809582	0	0	6922.50909419598	953.002688898257	1.14312964164074e-207
18	"BMS"	-3311.17845089735	6628.35690179471	6628.36870700868	6645.21460204339	3	670	350	0	0	0	0.15839714987836	0.474832722340866	1.13897802609629	1.96221090770877	0	0	6628.36870700868	658.862301710958	8.50881372978714e-144
18	"OU1"	-3076.91110255934	6159.82220511868	6159.83401033265	6176.67990536736	3	1500	260	0	0.105962163779601	0	0.398061507042766	0	1.8466616021504	0.0599554848225329	0	0	6159.83401033265	190.327605034929	4.68690002428644e-42
18	"OUM"	-3076.63418799055	6161.26837598111	6161.28806102048	6183.74530964601	4	1500	250	0	0.105054800336573	0.105054800336573	0.396008947011046	0.396008947011046	1.80636606395735	0.0779974915964276	1.90287162371131	0.0980094955870602	6161.28806102048	191.781655722758	2.26538799474041e-42
18	"OUMV"	-2979.73843160011	5969.47686320023	5969.50640529772	5997.57303028136	5	1100	350	250	0.0818950559870006	0.0818950559870006	0.226123869878801	0.602068806120679	1.56402061773721	0.0831382343944743	1.90479370560625	0.159450755869711	5969.50640529772	0	1
19	"BM1"	-4425.23525913717	8854.47051827435	8854.47641797936	8865.7089851068	2	1000	0	0	0	0	0.722382745018163	0	1.15796886144809	3.38997257785713	0	0	8854.47641797936	1972.49820159782	0
19	"BMS"	-4129.89654303096	8265.79308606191	8265.80489127588	8282.65078631059	3	670	350	0	0	0	0.318706845177059	1.49782121832177	0.974342474889676	3.00232076006055	0	0	8265.80489127588	1383.82667489434	3.20520333363583e-301
19	"OU1"	-3466.21122900295	6938.4224580059	6938.43426321987	6955.28015825458	3	6.2e+09	9.7e+08	0	3.34691368320558	0	11.9222868722087	0	2.07745572449177	0.0299555287405415	0	0	6938.43426321987	56.4560468383324	5.50459268105116e-13
19	"OUM"	-3456.01456666169	6920.02913332337	6920.04881836274	6942.50606698828	4	6.2e+09	9.7e+08	0	3.34696168524725	3.34696168524725	11.8028206566589	11.8028206566589	2.1736709133014	0.0366055522143972	1.88818986949427	0.0513415527006372	6920.04881836274	38.0706019812042	5.40846237433509e-09
19	"OUMV"	-3454.66465463558	6919.32930927116	6919.35885136865	6947.42547635229	5	6.2e+09	9.2e+08	2e+06	3.34661621716621	3.34661621716621	11.3662150933375	12.6672575822961	2.17367063016194	0.0359240431517248	1.88816467939368	0.0531912571180133	6919.35885136865	37.3806349871074	7.63656832650527e-09
19	"OUMVA"	-3434.9684185356	6881.9368370712	6881.97821638154	6915.65223756856	6	6.2e+09	9.2e+08	2e+06	0.136347325807019	0.145958311402802	1.03740323193161	1.63248908631341	2.3663850038508	0.0631510474401926	1.89870023438024	0.151325886289049	6881.97821638154	0	0.999999986954419
2	"BM1"	-3398.17342185672	6800.34684371344	6800.35274341846	6811.5853105459	2	1000	0	0	0	0	0.263037324589761	0	1.25757291741157	2.118169186146	0	0	6800.35274341846	807.679092345498	4.11825773555464e-176
2	"BMS"	-3346.07527592221	6698.15055184441	6698.16235705838	6715.00825209309	3	670	350	0	0	0	0.200105029176459	0.385898216068368	1.18511440610658	2.11275329697125	0	0	6698.16235705838	705.488705985422	6.38372209919435e-154
2	"OU1"	-3024.39523708456	6054.79047416912	6054.80227938309	6071.6481744178	3	1500	280	0	0.106200750163521	0	0.393424092855651	0	1.87054818436669	0.0604199045324206	0	0	6054.80227938309	62.1286283101272	3.22804647205988e-14
2	"OUM"	-3023.16878994268	6054.33757988536	6054.35726492473	6076.81451355027	4	1500	280	0	0.104997048450033	0.104997048450033	0.390429607950642	0.390429607950642	1.79340889424621	0.0765029442598506	1.99912823541079	0.103689824849211	6054.35726492473	61.6836138517738	4.03249131002209e-14
2	"OUMV"	-2991.32205448774	5992.64410897547	5992.67365107296	6020.7402760566	5	1100	370	210	0.0950461759023045	0.0950461759023045	0.298373646644971	0.513772243215398	1.71741888381019	0.0762937750750912	2.00645816360214	0.132287745201308	5992.67365107296	0	0.999999999999927
20	"BM1"	-3366.34777404448	6736.69554808896	6736.70144779397	6747.93401492141	2	1000	0	0	0	0	0.253483093744702	0	1.27529428163761	2.00044744157705	0	0	6736.70144779397	718.184288344072	5.14417127676542e-157
20	"BMS"	-3366.29978613669	6738.59957227337	6738.61137748734	6755.45727252205	3	680	350	0	0	0	0.255238281917574	0.250045246697951	1.276735098006	2.00213461695918	0	0	6738.61137748734	720.094218037441	1.97960916956237e-157
20	"OU1"	-3006.64234184384	6019.28468368768	6019.29648890165	6036.14238393636	3	1500	260	0	0.103224607820735	0	0.378786428850967	0	1.88923284584117	0.0603534695446737	0	0	6019.29648890165	0.779329451753256	0.311761791641014
20	"OUM"	-3005.24873720526	6018.49747441053	6018.5171594499	6040.97440807544	4	1400	260	0	0.101496276948063	0.101496276948063	0.374709049586245	0.374709049586245	1.79977466375205	0.0789226304251777	2.01718006894003	0.0990672167430721	6018.5171594499	0	0.460311822003193
20	"OUMV"	-3004.94669009999	6019.89338019999	6019.92292229748	6047.98954728112	5	1100	420	180	0.10129409673	0.10129409673	0.367708135633044	0.38735654469876	1.79761182042229	0.0784148197091609	2.01776727860964	0.100927779290498	6019.92292229748	1.40576284757844	0.227926386355793
21	"BM1"	-3640.93159988195	7285.8631997639	7285.86909946891	7297.10166659635	2	1000	0	0	0	0	0.341817338082776	0	1.22624729044843	2.57587490160194	0	0	7285.86909946891	901.773866825302	5.77653795352398e-197
21	"BMS"	-3635.02867395738	7276.05734791476	7276.06915312873	7292.91504816344	3	680	350	0	0	0	0.367403948290352	0.291938928698735	1.24998985065418	2.61897964056531	0	0	7276.06915312873	891.973920485117	7.75709196635473e-195
21	"OU1"	-3189.05269116394	6384.10538232787	6384.11718754184	6400.96308257655	3	1500	210	0	0.139961330531326	0	0.550249564746363	0	1.84904860127627	0.0527680947509532	0	0	6384.11718754184	0.0219548982304332	0.37549774127608
21	"OUM"	-3188.47631789502	6384.95263579005	6384.97232082942	6407.42956945495	4	1500	200	0	0.137555484092349	0.137555484092349	0.543953038166374	0.543953038166374	1.79868342971877	0.0678371974094186	1.92370181533207	0.0881157747175566	6384.97232082942	0.877088185805405	0.244859802522787
21	"OUMV"	-3187.03284527306	6384.06569054612	6384.09523264361	6412.16185762726	5	1100	440	140	0.137250894312814	0.137250894312814	0.563490616067808	0.502869181281236	1.79793853560548	0.0691928651623811	1.92342975060595	0.0849303302390618	6384.09523264361	0	0.379642456201133
22	"BM1"	-4735.75870908838	9475.51741817676	9475.52331788178	9486.75588500922	2	1000	0	0	0	0	0.935524836288602	0	1.24432510884532	3.69061025341465	0	0	9475.52331788178	2527.88954493181	0
22	"BMS"	-4464.33175795113	8934.66351590227	8934.67532111624	8951.52121615095	3	680	340	0	0	0	1.29624578153207	0.223458982584433	1.63959143094856	2.81399072219945	0	0	8934.67532111624	1987.04154816627	0
22	"OUMVA"	-4412.31727903161	8836.63455806321	8836.67593737356	8870.34995856057	6	5.7e+09	9e+08	1900000	1e-09	0.00735556349210099	2.13537449387084	0.2158068493985	0.902642519785958	4.44373377355634	2.91750546583493	3.46823685633664	8836.67593737356	1889.04216442359	0
22	"OU1"	-3480.10873104229	6966.21746208458	6966.22926729855	6983.07516233326	3	5.7e+09	9.1e+08	0	3.53001255000394	0	12.7646171573952	0	2.07534446173748	0.0301445264124423	0	0	6966.22926729855	18.5954943485749	5.55309271986569e-05
22	"OUM"	-3469.8070439553	6947.6140879106	6947.63377294997	6970.09102157551	4	5.7e+09	9.2e+08	0	3.53006184575552	3.53006184575552	12.6389128852225	12.6389128852225	2.17302360928285	0.0368852063526617	1.88461674204361	0.0515416650029169	6947.63377294997	0	0.606031525913656
22	"OUMV"	-3469.23291750548	6948.46583501096	6948.49537710845	6976.5620020921	5	5.7e+09	9e+08	1900000	3.52994133689443	3.52994133689443	12.9368174652652	12.0460157582538	2.17302346536718	0.0373180306838163	1.88461677757731	0.0503190965107385	6948.49537710845	0.861604158482805	0.393912943159146
23	"BM1"	-3299.97272173775	6603.94544347549	6603.95134318051	6615.18391030795	2	1000	0	0	0	0	0.27284652917172	0	1.35906593724574	2.09313646795681	0	0	6603.95134318051	683.147510169061	2.7662687536789e-149
23	"BMS"	-3295.6156684225	6597.231336845	6597.24314205897	6614.08903709368	3	670	350	0	0	0	0.29031646190755	0.238364061988503	1.38133542276254	2.04020752810187	0	0	6597.24314205897	676.439309047523	7.91701989865195e-148
23	"OU1"	-2957.39601389874	5920.79202779748	5920.80383301145	5937.64972804616	3	1400	260	0	0.108050059084028	0	0.397583802125028	0	1.90465482289216	0.0625981118626816	0	0	5920.80383301145	0	0.610226926850849
23	"OUM"	-2957.38419527603	5922.76839055206	5922.78807559143	5945.24532421697	4	1400	250	0	0.107818836217641	0.107818836217641	0.39712906713891	0.39712906713891	1.89622364436417	0.0800708715013276	1.91729962185172	0.103507490811932	5922.78807559143	1.98424257998704	0.226265617817602
23	"OUMV"	-2956.70411776854	5923.40823553708	5923.43777763457	5951.50440261822	5	1000	450	170	0.107451413128724	0.107451413128724	0.406665499272076	0.376075012458129	1.89499822172095	0.0813129227514642	1.91769125424619	0.10112087386492	5923.43777763457	2.63394462312681	0.163507455331549
24	"BM1"	-3687.49264458884	7378.98528917769	7378.9911888827	7390.22375601014	2	1000	0	0	0	0	0.312825426069271	0	1.22171028385853	2.29013641338628	0	0	7378.9911888827	928.29460146472	1.34978242453331e-202
24	"BMS"	-3683.89938539275	7373.7987707855	7373.81057599947	7390.65647103418	3	680	340	0	0	0	0.330930128204715	0.276605439565839	1.22980211100255	2.33390881973998	0	0	7373.81057599947	923.113988581488	1.79978058647839e-201
24	"OU1"	-3222.34239110201	6450.68478220401	6450.69658741798	6467.54248245269	3	1600	230	0	0.129231355253765	0	0.50957303420879	0	1.96256776442645	0.0520778947174308	0	0	6450.69658741798	0	0.509184608293428
24	"OUM"	-3222.33447055275	6452.6689411055	6452.68862614487	6475.14587477041	4	1600	220	0	0.129404329156541	0.129404329156541	0.51002254119075	0.51002254119075	1.96755741419323	0.0637650867865706	1.953154628777	0.0912532517194855	6452.68862614487	1.99203872689304	0.188065682262114
24	"OUMV"	-3220.85342687653	6451.70685375306	6451.73639585055	6479.80302083419	5	1200	430	150	0.129606261113538	0.129606261113538	0.52989188319681	0.472178080024821	1.96801452785699	0.0648729149219151	1.95294428936632	0.0876742809564403	6451.73639585055	1.03980843256522	0.302749709444459
25	"BM1"	-4188.48041716381	8380.96083432763	8380.96673403264	8392.19930116008	2	1000	0	0	0	0	0.584542395964818	0	1.22885525834739	3.08051309888709	0	0	8380.96673403264	1493.8476691607	0
25	"BMS"	-4181.0139430241	8368.02788604819	8368.03969126216	8384.88558629687	3	680	340	0	0	0	0.633223834547584	0.48874896347917	1.25004087719063	3.09430346558826	0	0	8368.03969126216	1480.92062639022	2.66795448754273e-322
25	"OU1"	-3449.24881352925	6904.4976270585	6904.50943227247	6921.35532730718	3	6.1e+09	9.7e+08	0	3.38221568740572	0	11.8850234190328	0	2.07463994192176	0.0297199972977441	0	0	6904.50943227247	17.3903674005287	0.000167347710829735
25	"OUMV"	-3447.90882378366	6905.81764756733	6905.84718966481	6933.91381464846	5	1500	440	2.6	1.20785388769004	1.20785388769004	4.28978677836812	4.2416230456323	2.15055138020057	0.0378053416638303	1.89551135791819	0.0522980721204773	6905.84718966481	18.7281247928704	8.57293338602831e-05
25	"OUM"	-3439.54968991629	6887.09937983257	6887.11906487194	6909.57631349748	4	6.1e+09	9.7e+08	0	3.38227584207271	3.38227584207271	11.7705966409433	11.7705966409433	2.1679101321461	0.0363465548557047	1.89183388508575	0.0508847379692541	6887.11906487194	0	0.99974692295531
26	"BM1"	-3636.08596144312	7276.17192288624	7276.17782259125	7287.41038971869	2	1000	0	0	0	0	0.329094266085878	0	1.18895061741888	2.45328792397074	0	0	7276.17782259125	911.277364285965	1.31386043134902e-198
26	"BMS"	-3608.28354974026	7222.56709948052	7222.57890469449	7239.4247997292	3	680	350	0	0	0	0.380231681356038	0.228811377397989	1.20618735773029	2.56797584916167	0	0	7222.57890469449	857.678446389203	5.72013623970433e-187
26	"OU1"	-3188.35111360458	6382.70222720917	6382.71403242314	6399.55992745785	3	1500	210	0	0.136817183569373	0	0.531774284783654	0	1.90815895603699	0.0527327041407063	0	0	6382.71403242314	17.8135741178503	0.000135439754741033
26	"OUM"	-3188.14297644708	6384.28595289417	6384.30563793354	6406.76288655908	4	1500	200	0	0.135682983917467	0.135682983917467	0.528748926490555	0.528748926490555	1.88135327068255	0.0653996263875028	1.95691231984737	0.0926124865736704	6384.30563793354	19.405179628252	6.1112973250097e-05
26	"OUMV"	-3177.4354581039	6364.8709162078	6364.90045830529	6392.96708328893	5	1100	450	140	0.133005538935779	0.133005538935779	0.574687962618007	0.419190808957299	1.87645934742062	0.0695896627344692	1.9596691932498	0.0841933125723996	6364.90045830529	0	0.999803447272009
27	"BM1"	-3570.22851040106	7144.45702080211	7144.46292050713	7155.69548763457	2	1000	0	0	0	0	0.330743999679589	0	1.24837338607828	2.32086101533172	0	0	7144.46292050713	846.822593556452	7.60727267063258e-185
27	"BMS"	-3570.01606286114	7146.03212572228	7146.04393093625	7162.88982597096	3	670	340	0	0	0	0.325901180034764	0.340238786115444	1.24044934028496	2.33097418908242	0	0	7146.04393093625	848.403603985572	3.45077728446837e-185
